# 7972e47e-1041-4c74-a6c5-6982f735eddc
6	4	2	46	10
0.0	89.4	87.2	35.0	24.8	65.1
67.4	0.0	90.4	51.6	64.6	64.9
42.7	57.1	0.0	25.5	50.8	11.5
87.2	58.1	22.6	0.0	29.3	56.1
69.4	80.0	66.0	17.9	0.0	88.2
88.5	94.3	11.2	48.9	71.3	0.0
1	10359	2	6
2	18057	2	3
3	12713	1	5
4	10695	1	3
5	34996	2	6
6	30815	2	5
7	20183	2	4
8	32680	1	5
9	11361	2	3
10	20775	1	5
1	276.3	245.5	84053	90237	58757	48411	108130	74471
2	221.7	441.7	85707	90130	61977	47864	106976	73947
3	8.4	291.5	83331	89531	61433	49327	107028	75957
4	137.6	411.9	85895	89288	59275	48214	110045	74146
1	99.4	162
2	66.6	276.7
1	12.9	10.5	0	24953	0	0	0	0
2	454.9	460.5	20877	19114	14089	10230	13817	0
3	199.4	85.2	0	0	0	11089	0	0
4	92.1	36	0	0	22908	10955	8691	21874
5	63	333.4	22256	0	0	0	0	0
6	220.2	140.4	9976	16083	9452	7777	24571	0
7	247.9	216.2	7504	6431	22854	0	0	12646
8	369.7	353.6	19914	12552	4351	9599	0	0
9	192	263.4	14780	4306	0	0	7404	11522
10	227.4	188	1685	19648	0	10281	8091	12071
11	243	427.6	21750	0	0	0	0	0
12	140.7	185	24223	0	2701	0	23209	0
13	22.1	448.1	3085	10283	10548	0	6557	0
14	1.1	283.3	0	0	17614	0	17551	22309
15	448.6	478.6	0	24803	0	0	14886	9023
16	92.6	305.9	21140	0	20050	4923	0	0
17	495.7	294.1	9048	0	0	0	12425	0
18	315.5	320.9	0	19130	0	0	0	19352
19	145.4	479.9	0	0	0	0	6470	0
20	251	241.2	9378	23993	0	7407	8811	1850
21	105.2	417.4	7368	23872	3254	0	0	3309
22	463.9	99	0	0	0	0	0	22348
23	281.6	124.5	0	20870	0	0	10487	0
24	174.7	454.6	20763	18611	0	0	0	0
25	211.1	152.7	16422	0	0	0	20699	0
26	200.2	117.6	4100	14451	0	14295	17504	23299
27	286.3	24.6	7526	0	0	0	1561	7232
28	313	397.2	509	9517	0	0	17701	0
29	345.1	165.7	17798	0	0	22294	23108	0
30	472.1	479.3	0	0	0	0	10441	20806
31	426.2	57.7	0	0	0	0	20341	7702
32	62.7	103.4	16492	19786	11984	0	0	0
33	53.6	60.4	21120	18892	0	0	0	23414
34	117.2	285.8	0	0	15601	0	22982	0
35	324.2	460.1	0	0	0	16314	0	0
36	278.4	212.5	0	7050	8291	0	0	7375
37	356.1	205.8	0	9995	0	0	0	0
38	32	493.1	0	0	11411	0	21985	0
39	354.8	256	0	22658	0	23578	23606	791
40	204	233.2	0	0	24704	11936	14549	12172
41	499.7	304.9	0	0	0	0	18611	0
42	424.8	130.2	0	1988	13271	0	0	24001
43	371.5	330.3	0	0	0	4442	23081	5906
44	422.4	471.8	18447	0	1247	14941	0	0
45	387.9	49.4	9860	0	15007	833	0	18293
46	444.1	384.9	2859	0	0	0	21974	0
