# 95d7f4ba-2a4d-4742-b385-e3a36f9ab8b3
5	5	3	53	11
0.0	32.9	71.1	80.6	12.2
45.9	0.0	37.8	21.0	86.9
66.4	75.1	0.0	11.0	59.9
24.2	63.9	21.7	0.0	46.1
46.5	92.7	72.2	97.5	0.0
1	28157	1	1
2	25742	1	3
3	18709	1	1
4	27133	1	4
5	10405	3	5
6	20401	1	4
7	39970	2	3
8	23001	2	2
9	26101	2	5
10	32181	1	4
11	23392	3	3
1	73.3	254.6	72274	66753	81772	67010	70007
2	474.5	444.7	71579	68567	81545	69081	71194
3	24.4	194.3	71529	67528	83548	66814	72989
4	306.1	190.7	71814	67329	82738	66301	69785
5	464.9	447.1	71288	66655	83927	67489	72533
1	359.6	436.7
2	474.1	33.3
3	252.4	380.3
1	189	90.2	0	2867	0	22056	5026
2	326.1	154.6	0	6577	1718	0	0
3	329.8	381.7	0	0	11402	18309	4430
4	15.1	111.1	0	0	23658	0	0
5	258.6	115.2	20239	0	9015	0	0
6	461.2	44.3	0	7828	12148	5910	15868
7	370.5	320	0	0	22925	0	12109
8	70.9	114.1	0	0	10379	0	0
9	86.8	10.8	0	23748	0	0	0
10	269.7	205.3	14864	21272	17744	0	0
11	56.8	250.2	24092	0	0	15948	10749
12	406.2	143.5	0	585	0	13921	0
13	477.1	478.6	14746	11469	12667	0	0
14	232	8.2	0	0	10652	0	21403
15	384.4	380.5	0	0	7805	19272	0
16	409.5	316.2	1633	18210	0	0	0
17	441.8	247.9	0	0	23110	0	0
18	276	263.9	0	0	21535	24020	0
19	318.4	130.5	13929	3923	3243	0	9632
20	164.8	416.1	1197	0	1567	0	9970
21	383.7	11.1	0	0	3171	0	1841
22	193.3	438.4	6026	14230	13631	15126	22795
23	159.1	383.1	0	0	4712	0	17420
24	203	256.7	4634	19806	0	24578	15672
25	442.7	89.2	20303	3112	4029	0	0
26	315.6	352.2	0	7684	22184	7903	11236
27	440.9	461.7	14451	19593	0	9542	0
28	324.8	8.9	0	0	940	6099	21271
29	430.9	452.5	23313	7047	0	0	0
30	141.5	84.6	0	0	12880	17814	10635
31	45.8	441.8	5803	0	0	0	15764
32	93.9	455.1	7885	0	799	10844	23973
33	58	398.4	0	587	17662	0	0
34	496.3	442	6873	23138	0	0	1082
35	73.8	143.2	0	0	0	0	10620
36	342	486	10981	0	8341	0	6726
37	334.8	35.4	10147	0	7071	0	21224
38	473.9	470.2	14498	0	0	0	0
39	38.1	174.6	15946	11466	21712	0	20725
40	353.4	43.8	23246	23993	0	18841	0
41	42.9	52.1	18142	7885	9595	0	0
42	276	122.7	0	0	14279	0	15494
43	446.5	247.8	2344	8649	0	19822	631
44	389.2	84.5	6316	0	19670	0	3429
45	262.3	148.1	17929	7988	0	17168	10194
46	36	132.8	0	22895	7817	2932	0
47	70	295.8	0	8675	0	0	0
48	147.5	289.4	0	21250	5229	24705	0
49	239.3	265	14038	0	0	22275	0
50	269.7	485.6	5660	0	4708	0	0
51	429.1	372.1	13678	0	0	5720	9941
52	74.6	452.1	6911	0	6016	0	13025
53	356.1	442.4	3538	15315	23715	0	0
