# 8adc5fa6-d6f5-44fd-b120-9beac7a753c3
4	4	3	52	12
0.0	69.8	60.5	87.6
20.3	0.0	12.6	24.8
69.6	49.1	0.0	70.5
84.8	28.4	53.2	0.0
1	25119	3	3
2	36610	2	2
3	38325	3	4
4	10978	1	2
5	17263	1	2
6	14286	3	2
7	32086	3	1
8	20277	2	2
9	34140	3	2
10	38966	2	2
11	35762	3	2
12	35116	2	3
1	312.7	378.9	86137	94242	85090	79210
2	253.5	338.4	87255	93728	86267	75731
3	29.3	429.4	87982	96086	86265	78594
4	69.3	79.2	88924	94571	85859	76690
1	386.9	113.8
2	409.1	428.7
3	201.1	95.2
1	379.6	141.1	16418	1388	0	8526
2	216.7	480.9	21162	16924	0	22379
3	209	294.5	0	0	0	700
4	57.4	300	0	22041	12598	0
5	456.9	377.7	0	0	0	3981
6	46.2	429.9	0	24199	9671	0
7	7.1	349.2	0	0	5450	0
8	12.3	195.6	2220	3558	771	0
9	93	124.3	12983	956	6594	0
10	331.4	7.2	3169	5857	10325	0
11	233.3	40.2	21515	14705	14981	11449
12	199.3	347.4	3202	0	0	0
13	408.7	21.8	0	15961	0	22282
14	374.7	417.7	19364	0	0	0
15	98.5	330	1860	0	0	11772
16	212	38.9	13917	0	19737	0
17	217.3	408.2	1191	16458	0	13506
18	335.9	466.1	10047	0	0	0
19	351.1	222.9	0	0	0	1383
20	287.3	396.3	17839	3476	0	0
21	120.3	409	16275	0	17352	0
22	44.7	311.8	2367	0	24235	23364
23	107.7	119.5	0	21446	15138	0
24	9.5	233.5	8918	11926	8168	0
25	83.6	127.7	0	0	0	14530
26	50.8	249.8	7099	0	0	0
27	378.7	436.9	0	3098	0	11171
28	240.4	408.4	3973	19122	13945	0
29	390.3	232.2	0	12556	11599	0
30	125	348.7	0	8239	20582	0
31	428.6	226	0	8471	0	0
32	190.3	208.4	15175	4559	23926	5096
33	22.5	103.5	21174	0	9486	22892
34	81.3	115.8	0	0	0	22682
35	287.4	488	14523	0	0	2781
36	290	266	0	17098	14584	14165
37	282.9	178.3	6933	0	0	23733
38	185.3	452.9	9074	24344	0	0
39	163.2	68.9	17616	0	0	0
40	341.6	307.5	0	9688	22180	0
41	290.6	276.9	1258	10015	5818	1871
42	159.4	223.4	0	15870	0	13708
43	3.8	241.4	0	0	0	1294
44	431.4	362.8	0	23020	8699	2648
45	118.7	193.3	0	2032	0	17878
46	162.5	220.3	0	0	13578	0
47	390.8	130.3	21382	9310	0	2809
48	101.6	66.8	10946	16948	0	15280
49	115.8	448.8	0	1149	0	4626
50	324.9	79.8	17381	0	0	0
51	373.2	475.5	20987	15029	24281	0
52	280	151.5	0	5260	17295	598
