# 184bfff2-53b5-4b94-bdb7-392d678e4107
7	4	2	38	16
0.0	10.5	19.5	94.6	64.6	55.6	18.1
96.4	0.0	65.9	92.9	32.7	27.3	45.9
53.0	42.5	0.0	39.1	76.8	82.0	97.5
99.6	29.2	31.4	0.0	86.5	74.5	64.9
47.9	14.2	78.7	92.9	0.0	94.4	55.7
40.9	59.6	66.0	52.0	58.6	0.0	67.6
49.5	89.1	41.1	66.1	81.2	95.1	0.0
1	10620	1	3
2	15713	2	6
3	38242	2	6
4	14989	1	7
5	12148	2	2
6	25554	1	5
7	29105	1	7
8	17483	1	2
9	32445	1	5
10	11684	2	6
11	38354	1	3
12	23517	2	6
13	34746	2	6
14	28309	2	2
15	39220	2	7
16	17899	2	7
1	64	485.8	78889	49056	82337	68255	68926	61937	69010
2	248.1	162.2	79902	50998	84431	66483	71451	63964	66948
3	439.7	145.9	81620	50888	83925	68104	69858	62956	66615
4	212.9	236.4	81829	50972	82721	68658	68384	60711	70041
1	415.4	290.1
2	166.8	455.7
1	315.4	318	22854	4273	3054	10426	13779	23822	0
2	359.8	267.1	0	4549	0	21695	9548	0	0
3	452.2	74.9	0	9611	10484	2019	0	17710	0
4	444	136	5525	0	16802	24190	0	5913	19722
5	326.3	382.1	12069	1127	14520	1009	6128	0	0
6	6.3	443.7	23456	5920	18816	23611	0	0	14156
7	159.1	263.8	22535	899	0	0	4544	9710	0
8	121.4	381	0	23433	0	0	21021	0	0
9	96.5	358.9	0	0	0	14895	21489	18663	13263
10	49.1	248.2	0	0	23829	0	14810	0	8538
11	459.5	270.7	0	0	22036	23812	0	0	0
12	54.1	425.3	24703	0	7090	0	14368	0	0
13	396.6	271.4	0	0	0	0	13859	818	0
14	245.8	127.1	8046	5122	0	0	10492	3292	11692
15	215.9	105.9	22796	9201	15690	0	0	16549	22267
16	175.2	250.3	2963	0	23269	0	3371	3600	9778
17	315.9	341.4	0	8893	8198	11519	0	0	0
18	155.3	157.8	9415	0	8663	0	16851	0	0
19	36.2	410.2	16754	0	0	0	9147	0	10709
20	470.2	247.2	8288	16814	9900	0	0	0	12385
21	420.6	435.7	0	0	4165	0	2622	0	23673
22	183.4	70.7	0	14890	3509	18080	9740	10969	0
23	469.5	207.9	0	16474	0	14261	12123	0	0
24	350.3	309.3	0	5047	0	0	0	14270	5934
25	75.4	134.9	0	23633	20632	15513	11204	0	0
26	395.9	187	0	0	16894	0	11998	11293	2151
27	486.7	113.2	11319	0	4736	1270	0	14280	0
28	325.2	231.1	18417	10972	0	0	5511	23189	0
29	442.8	176.4	3673	0	14255	19729	0	0	10765
30	392.6	403.6	0	0	0	13698	0	6995	0
31	420.6	243	8474	18078	0	0	0	21818	17869
32	369.6	194.2	11824	5796	3873	7033	21845	0	4285
33	224.2	271.9	18412	0	0	0	0	0	23284
34	311.8	350.2	18653	0	21663	0	0	4623	0
35	435.7	465.5	4175	0	15439	23909	5632	0	13047
36	163.7	37.2	9548	0	7006	3315	18849	19483	11651
37	161.1	82.4	2233	0	19876	8880	7241	9566	16025
38	445.5	478.1	21741	0	5876	1619	1799	0	10342
