# dc9f8086-e793-4e76-a30a-6463342899f8
7	5	3	39	18
0.0	24.9	91.7	29.9	79.5	96.3	74.2
24.4	0.0	19.8	19.4	97.7	13.9	36.1
35.3	16.7	0.0	77.5	83.9	49.9	90.5
61.9	80.9	10.4	0.0	54.0	68.8	36.8
68.7	91.8	19.4	81.5	0.0	78.5	96.6
55.9	63.1	49.9	71.6	95.6	0.0	99.2
87.6	22.8	40.2	54.3	39.7	50.7	0.0
1	11845	3	2
2	37211	1	2
3	35940	1	5
4	15653	2	3
5	26451	2	3
6	17340	3	2
7	33559	3	7
8	28420	2	4
9	35940	1	7
10	24454	1	2
11	26157	3	5
12	27259	3	6
13	26798	3	4
14	14561	3	7
15	21879	1	4
16	11955	1	4
17	24852	1	1
18	16289	1	7
1	59.6	333.7	36028	48302	46927	45820	51087	56238	40755
2	260.3	24.7	34840	45883	47269	45556	50128	56506	42435
3	156.6	27.6	33289	48894	46991	48316	50334	53229	40648
4	232	86.3	34246	46551	45511	46632	51352	54415	42253
5	83.1	390.3	34893	47506	45308	47748	51419	52898	44389
1	306.2	464.7
2	422.9	346.2
3	362.3	210.2
1	92.2	92.2	1689	8499	0	0	0	0	7041
2	203.4	258.8	8585	0	0	0	0	0	0
3	319.2	463.6	6755	16181	12662	8806	0	0	14354
4	415.9	253.3	0	0	23577	0	0	0	6227
5	218.6	419.8	0	0	10454	13860	3753	0	4784
6	5.8	55.8	0	14786	9166	5057	0	19110	23400
7	480.9	66.5	18518	13667	17853	15397	0	4556	13259
8	157.3	311.6	4169	23105	0	0	0	0	0
9	405.3	213	0	0	0	0	14766	554	7834
10	262.3	128.1	1974	0	0	0	0	0	0
11	496.6	426.7	0	0	16654	0	14387	21512	16952
12	243.8	423.9	0	0	0	8654	22024	6128	0
13	448.8	446.7	0	0	4293	0	3822	0	16079
14	110.1	280.6	0	0	15555	12458	12086	0	13757
15	430.2	347.7	0	14677	0	0	2318	0	0
16	11.3	374.8	9454	23369	0	0	14024	0	12496
17	439.8	123.2	6512	0	11447	4859	0	0	0
18	161.7	297.7	0	0	12555	1834	23198	18915	0
19	86.3	68.3	3922	3072	0	0	23817	0	5042
20	278.1	280.9	0	0	18191	0	0	15385	14475
21	164.7	190.6	0	6352	21430	13668	0	0	0
22	13.4	33.1	18864	10874	0	17867	0	12148	0
23	181.9	383.9	0	6962	9721	0	14764	20142	0
24	382.9	424.5	0	14843	13995	0	0	0	0
25	475	42.2	0	11161	0	0	10424	20243	2440
26	195.5	117.8	0	6533	1361	20378	9811	0	0
27	20	47.2	0	0	0	0	0	24759	0
28	422.1	172.1	0	3186	0	0	14724	0	19168
29	485.8	318.5	0	0	0	0	0	2606	0
30	138.9	455	10079	0	0	10491	0	11998	9994
31	481.3	425.9	0	7082	0	24867	10068	0	766
32	234.6	470.7	0	750	0	8895	0	0	0
33	495.5	381.1	18760	0	0	0	19255	0	0
34	271.8	31.9	4385	16420	0	0	0	23087	0
35	426	404.3	0	0	0	21768	0	16458	0
36	65.5	343	6825	0	0	10382	0	19541	0
37	40.2	404.9	6688	0	10202	8703	0	21429	0
38	272.8	466	23215	3036	5278	14102	0	0	0
39	76	205.9	8157	16571	0	0	24868	0	9454
