# 6f392f2f-3548-4409-a04a-dc9a326ed063
4	3	3	48	11
0.0	44.4	74.2	76.7
77.4	0.0	68.4	47.6
79.1	28.1	0.0	13.5
17.9	97.8	12.5	0.0
1	28223	3	1
2	28666	2	4
3	25083	1	2
4	16249	2	4
5	28117	2	2
6	10903	2	4
7	39006	2	2
8	26111	3	3
9	36106	3	3
10	38943	3	3
11	20121	1	1
1	307	164.2	89014	100858	114006	146881
2	25.7	197.1	86932	101110	112212	146764
3	271.7	470.8	89452	99356	113654	149407
1	76.1	294.5
2	463.1	194.2
3	76.2	437.6
1	141.1	92.7	0	7513	8203	19106
2	405.9	453.2	0	0	19864	0
3	147.7	367.6	13773	0	0	7855
4	421.7	246.2	21156	0	3725	0
5	456	45	22894	0	0	0
6	118.4	294	0	0	9817	0
7	28.5	108.3	0	0	13931	14901
8	330	258.8	0	21716	0	18717
9	336.3	465.1	9970	0	9058	0
10	236.9	386.3	0	0	4665	0
11	333.4	77.8	24421	0	0	12815
12	480.6	392	0	22002	14489	5444
13	156	190.6	3348	16697	22863	0
14	393.5	146.3	22888	6967	4629	16203
15	457.2	443.5	16699	0	0	22980
16	48	345.2	7933	10233	0	0
17	161.6	121.7	0	0	10866	0
18	7	338.2	0	19904	0	19025
19	9	402.8	0	0	0	13134
20	173	398.4	0	0	7942	2301
21	331.5	299	0	19476	9146	20170
22	266.1	352.7	0	0	0	19707
23	295	184.4	0	15923	17805	16015
24	206.5	293.7	0	7551	0	13811
25	418.7	96.8	1666	11557	13317	0
26	7.8	44.4	2430	0	24831	23102
27	38.7	155.2	11739	12368	0	6285
28	169.3	438.1	0	18651	0	22110
29	285.7	268.9	4428	12394	8787	0
30	379.5	383.6	0	0	19287	0
31	411.9	7.4	0	0	12643	16612
32	175	358.7	2625	664	2285	23483
33	157.4	220.3	0	0	9259	4725
34	289	8	6075	4154	7965	24203
35	494.5	163	0	0	5767	0
36	441.6	164.9	0	24790	0	0
37	172.1	79.5	7976	0	0	10417
38	171.3	294.4	0	0	10690	0
39	48.7	76.4	2786	20522	19485	0
40	378.4	100.5	1795	0	0	11294
41	166.7	205.9	12168	0	0	4139
42	282.9	123.2	4626	0	2367	0
43	167.8	55.8	11688	11318	10118	22243
44	212.4	171.1	13873	0	0	6139
45	32.9	229.1	0	0	0	6857
46	196.2	421.6	20193	2627	0	0
47	319.4	67.7	7608	24250	0	15797
48	486.2	248.3	0	0	24000	17536
