# 9b4518ee-6d93-4ecf-8bd1-0a17adbf9681
5	5	3	35	13
0.0	91.0	76.7	37.5	18.2
85.8	0.0	51.4	60.8	69.7
68.2	35.7	0.0	80.9	69.0
44.1	32.5	44.2	0.0	71.4
63.6	69.4	34.3	61.3	0.0
1	22098	2	2
2	13548	3	1
3	14125	3	2
4	16129	2	4
5	18649	2	4
6	13379	1	4
7	33449	2	1
8	30974	2	2
9	24643	1	4
10	36848	2	4
11	30093	1	3
12	22810	1	4
13	23311	2	3
1	276.2	324.5	46051	55614	49159	46927	40490
2	300.9	218.5	44718	55770	50323	49325	41776
3	469.8	480.1	44438	55232	48311	49118	40063
4	165.2	498.1	45512	53790	50922	49661	40052
5	32.5	315	46165	56668	48055	46404	39699
1	199.3	193.6
2	154.2	212
3	100.6	103.2
1	36.3	143.5	0	15767	0	0	5782
2	257.9	151	18243	0	2627	0	0
3	108.9	146.9	0	18250	21838	13632	11536
4	120	312.2	9483	3031	0	14894	11753
5	256.8	152.4	0	24324	0	20729	19207
6	115.8	170.3	20592	0	11400	15427	0
7	313.9	212.3	0	24006	24078	0	0
8	58.5	52.3	0	10375	0	0	2966
9	193.8	56	0	0	0	0	7975
10	282.9	160.5	0	0	0	9401	0
11	489.4	108.6	0	0	0	21006	0
12	255.5	392.9	0	0	0	14873	22309
13	408.8	67.4	10903	0	18636	10059	14905
14	130.3	199.6	24810	7511	0	0	5533
15	114.3	425.4	3428	9393	0	14813	0
16	330.9	490.7	0	0	4122	0	0
17	350.4	137.4	0	0	0	0	13646
18	407	423	0	10678	8261	0	0
19	51.8	266	0	11744	0	24912	0
20	229.4	46.6	24338	0	0	0	23437
21	20.6	391.7	0	0	11679	0	0
22	20.3	1.7	8392	0	19806	0	0
23	469.7	338.9	0	5890	13873	0	0
24	274.3	169.7	11310	2564	3140	16174	0
25	228.6	49.4	0	18691	0	0	0
26	83.9	180.1	12269	0	0	0	3339
27	104	461.3	0	4471	24665	0	0
28	313.2	177.9	15006	18820	15337	11765	12073
29	65	468.7	0	12185	0	3513	17645
30	207.5	89.8	24882	10589	0	0	16701
31	357	79.2	24382	17950	0	10356	0
32	7.4	263.2	2505	0	18717	0	2795
33	131.2	90.8	0	17671	24293	11209	0
34	94.2	282.6	0	14824	0	13226	0
35	96.6	69.5	0	0	10519	0	0
