# 4765c427-44db-4b92-adf4-5d82da43e107
4	4	2	41	12
0.0	47.1	83.5	91.1
37.8	0.0	17.8	17.4
71.6	16.3	0.0	80.3
71.4	14.3	60.6	0.0
1	35040	1	2
2	11429	2	3
3	11604	2	2
4	30410	1	1
5	29503	2	1
6	35743	1	3
7	10876	1	4
8	24201	1	2
9	26320	1	4
10	28794	2	1
11	26156	2	3
12	10376	2	3
1	280.5	172.6	71386	93919	54777	76990
2	18.6	376.7	71780	92694	54995	76517
3	416.4	40	70747	93614	55414	74059
4	360.4	309.6	71125	94461	56100	75179
1	19.7	73.1
2	278.5	56
1	19.2	235.2	0	0	0	22903
2	439.7	61.5	19104	1291	4495	23773
3	382.8	88.3	0	15847	0	21673
4	306.7	185.8	8396	0	0	19456
5	256.9	349.9	0	17109	1580	0
6	314.7	281.8	6406	0	10754	0
7	305.6	51.4	0	0	0	2306
8	41.2	16.6	0	907	6134	19048
9	496.7	49.2	0	9809	1836	15364
10	171.1	6.1	4746	0	5871	1151
11	490.3	137.8	14513	9610	14302	0
12	126.2	309.7	24929	20902	0	22241
13	448.6	124.9	10242	11044	5835	3753
14	99.9	387.5	15967	8662	5960	10230
15	102.9	492	5201	16983	0	0
16	306.2	375.7	1313	0	0	10634
17	59.1	445.1	0	0	0	4572
18	270.2	259.7	18148	6567	0	0
19	46.7	47	0	11464	0	23718
20	298.5	286.4	0	0	15299	0
21	144.8	120.7	10393	0	0	2938
22	397.5	16.3	15953	0	19777	0
23	488.1	253.2	16665	18024	3842	0
24	93.5	478.8	0	0	21089	14538
25	16.5	31.5	11178	16211	13511	0
26	105.4	12.5	0	19473	0	0
27	225	432.4	23692	0	0	0
28	76.7	109.6	0	16479	16978	5287
29	318.4	185.6	0	11327	6396	1545
30	444	150.4	19945	13255	0	6992
31	42.6	180.9	16008	24982	24106	0
32	199.5	116.4	0	21630	5563	11662
33	279.2	270.7	0	4251	6388	0
34	233.6	477.8	0	6021	6683	0
35	363.7	107.8	5299	24279	3453	18916
36	407.3	4.2	0	0	0	8373
37	479.4	186.1	6794	19242	0	20118
38	163.8	20.8	0	8601	557	0
39	338.2	238.1	7223	7416	0	0
40	338.8	92.3	5215	21744	4374	0
41	157.2	366.5	11519	0	0	0
