# 104936e9-aaf1-4011-8529-b04c0c870621
7	5	3	38	17
0.0	59.1	49.5	91.3	51.3	22.4	28.7
45.8	0.0	90.6	38.5	45.2	87.2	94.2
82.9	61.9	0.0	83.4	21.8	56.4	61.0
71.4	31.3	55.0	0.0	11.1	49.4	54.1
46.1	62.7	64.5	79.1	0.0	54.9	42.7
64.0	37.7	73.8	75.4	44.3	0.0	64.0
75.6	42.3	89.2	58.5	22.9	35.6	0.0
1	35026	1	6
2	36604	1	1
3	23577	1	6
4	22026	1	3
5	33767	1	1
6	26999	2	2
7	19496	2	7
8	28020	1	7
9	18455	1	4
10	18665	1	2
11	30607	1	7
12	29943	2	7
13	30808	3	4
14	30561	3	5
15	27271	2	4
16	32620	2	4
17	11451	1	4
1	422.4	272.9	69119	47631	38927	57512	54173	69085	52879
2	122.6	5.2	70323	45967	37414	58870	54417	69935	51796
3	88.4	178	70198	46569	37670	58421	52253	68144	50986
4	146.6	19.3	71080	47963	40598	56573	52283	68732	52042
5	88.1	347.4	71805	46639	39086	57338	54652	68539	51828
1	24.5	288
2	469.6	41.4
3	486.8	199
1	260.5	136.3	0	0	0	4801	0	24280	0
2	477.4	168.3	0	21109	18802	0	6248	18417	0
3	399.4	58.8	14271	14603	20274	12774	0	0	0
4	163.4	377.3	0	0	0	5026	0	0	0
5	188	191	15630	2143	0	18568	0	0	0
6	128.9	164.8	19607	0	0	11898	16619	0	0
7	313.8	289.9	14385	24958	0	9853	20240	0	0
8	143.7	263.8	3847	23013	0	23108	16343	7740	9549
9	158	177.3	0	4946	2981	20677	0	15285	6145
10	115.9	191.4	0	0	0	0	16161	9802	0
11	122.6	199.9	0	0	0	0	0	0	18916
12	348.2	478.1	0	0	0	1703	0	5437	4180
13	421.9	219	15163	20259	0	0	0	20629	0
14	444.6	146	2418	0	4447	16676	0	0	11822
15	470.7	69.9	0	0	0	0	0	0	16906
16	202.4	68.3	0	0	24336	0	11430	19705	4185
17	161.7	20	24671	0	10458	0	6214	4200	0
18	195.5	378.3	1850	0	13582	21735	19167	1902	6298
19	319.9	213.4	4801	1743	5106	23957	6365	24282	0
20	480.8	266.4	24092	5383	0	10045	14279	0	18496
21	210.7	413.5	14622	0	10741	0	0	22532	1388
22	2.7	398.4	4195	0	22584	5051	8071	9339	6980
23	323.8	168.1	21650	0	0	20854	15448	0	13211
24	232.4	67.5	5630	13366	22755	24065	0	15944	19686
25	496.4	203.1	11103	0	13819	0	15482	10128	12239
26	270	40.8	1540	750	0	8360	22469	19636	17838
27	476.6	100	19654	0	0	3158	0	7519	0
28	229.8	336.8	22251	13849	0	1431	0	0	14012
29	246.4	293	16649	3583	0	0	9638	5062	15318
30	367.5	206.9	0	18827	0	0	0	18155	0
31	361.3	460.5	0	0	0	0	0	22069	0
32	426	45.6	0	0	0	3558	8687	14204	552
33	223.8	21.7	19352	7003	0	0	22123	6756	6783
34	375	19	0	19314	10092	7642	0	17370	0
35	322	401.4	23841	17755	0	0	17622	0	23855
36	109.5	55.1	0	0	0	17354	0	0	0
37	307.6	24.3	13659	9943	0	0	0	1035	16478
38	48	333.8	19883	0	0	0	0	10196	0
