# 59f1198c-42d7-4b9b-86ff-18a67dabca3d
4	5	3	48	18
0.0	14.6	21.5	13.9
48.2	0.0	10.3	23.7
55.4	65.0	0.0	26.1
89.3	26.7	69.7	0.0
1	18913	3	4
2	20141	3	2
3	27089	1	3
4	33675	1	4
5	29573	3	1
6	18423	2	2
7	33290	3	2
8	22073	3	2
9	18025	2	4
10	28220	1	3
11	16126	1	3
12	24316	3	2
13	15498	1	1
14	27748	1	3
15	36026	1	4
16	28394	2	1
17	23682	1	4
18	20357	3	4
1	482.3	195.2	70603	78608	65025	83904
2	408	47.7	68072	75475	65208	85486
3	300.4	265.8	71178	75203	64764	85803
4	443	254.2	68488	76868	64692	86515
5	407.8	16.1	69384	77024	66719	85783
1	497.7	188.7
2	174.6	445.3
3	351.6	268
1	466.3	214.3	11832	22795	0	0
2	425.9	168.4	0	0	2042	0
3	208.6	60.8	20806	0	11524	0
4	90.7	231.7	19439	24944	0	0
5	96.7	339.3	0	17620	13456	23169
6	232.1	318.6	24843	0	4376	0
7	403.8	250.1	16369	0	4205	15853
8	334.1	1.4	0	0	12259	15059
9	365	53.8	0	4211	0	18092
10	163.1	95.5	0	13046	0	1610
11	373.7	67.6	24502	9887	0	0
12	276.4	16.1	8863	0	0	2375
13	145.6	263.1	7835	0	0	10443
14	198.7	20.4	0	23095	19681	23682
15	153.6	339.3	20646	0	18553	7513
16	70.6	414.1	0	6973	20199	4616
17	69.7	399.2	20873	0	7955	21610
18	221	101.4	2768	10431	0	0
19	353.9	310.5	0	0	4896	4868
20	16	125.3	5294	21592	0	7709
21	265.5	431.4	19699	0	0	11365
22	361.3	472.1	2903	16771	0	24933
23	372.1	419.3	6457	0	3225	18875
24	378.7	93.9	0	0	0	9664
25	361.2	35.4	0	0	0	15869
26	487.1	416	22745	0	10042	0
27	409.3	23.1	16499	0	3733	13545
28	206.2	236.8	0	0	1768	11675
29	451.2	140.5	0	16060	17526	6241
30	443.3	280.1	6204	10579	0	18366
31	309.9	26.2	0	18953	24632	2832
32	5	239.7	24800	4472	0	0
33	469.3	119.4	13571	0	0	0
34	100.9	104.1	0	686	0	0
35	102.1	234	3205	24490	13958	0
36	300.6	173.6	0	0	8069	0
37	266.9	360.8	0	23477	16550	0
38	197.2	5	21659	21549	22058	23015
39	261.4	409.4	0	7267	8263	0
40	453.2	66.8	0	19138	0	0
41	78.1	388.3	0	0	13312	21799
42	449.9	319.1	0	1344	0	0
43	278.4	479.8	0	5241	0	24321
44	423.2	445.3	0	0	5719	3701
45	13.4	460	0	9487	17636	21590
46	211.8	405.7	0	22084	3416	13043
47	302.4	456.1	12968	13216	3992	10652
48	418.7	109.7	0	0	21435	0
