# ff27deb7-4fea-4fc5-8032-ebe07637d0d5
5	4	3	35	14
0.0	92.4	70.2	81.0	67.3
59.3	0.0	10.6	35.7	67.4
60.4	37.2	0.0	83.6	69.9
22.7	34.2	57.0	0.0	19.9
17.3	27.3	90.8	71.4	0.0
1	32180	2	3
2	22892	3	4
3	26656	1	2
4	14246	3	3
5	12422	2	4
6	29852	3	4
7	36060	3	5
8	38785	3	3
9	39596	2	3
10	28921	1	2
11	17335	3	4
12	37686	2	2
13	10755	3	5
14	28035	1	1
1	416.8	345.5	79432	53229	64212	49093	68444
2	52.1	178.4	79954	52443	62370	52162	67961
3	362.2	379.3	80307	51361	63309	48683	66811
4	452.6	138.2	80316	54082	62282	49502	68328
1	12.1	345.3
2	62.4	356
3	275.1	205.7
1	401.1	21.9	23209	0	8126	13122	22791
2	468.7	435.4	0	0	4507	20666	0
3	68.9	166.1	6706	0	4730	0	16053
4	330.1	352.4	24644	0	0	0	20711
5	486.7	406	8678	0	24706	19805	0
6	139.2	56.7	19365	0	0	0	12779
7	75.4	258.3	13375	6152	0	0	3022
8	187.1	179.3	5540	0	10580	3066	2658
9	403.4	447.4	0	18912	0	3494	23227
10	275.6	36.6	7687	2474	16623	0	0
11	354.1	432.9	0	17064	0	0	12495
12	136.4	168.7	0	13342	0	9194	0
13	313.7	292.8	18930	0	0	0	819
14	369.3	308.3	10209	0	0	0	16895
15	40.4	452.4	0	18579	0	5099	5452
16	438.3	49.9	9512	7186	21392	0	0
17	277.3	490.2	24309	0	0	0	22268
18	381.1	364.6	0	16561	0	11688	0
19	162.1	184.7	0	11437	0	24934	14798
20	391	250.9	0	0	0	3983	0
21	48	485.8	0	786	0	23586	12428
22	97.2	467.9	0	14062	0	6377	9474
23	473.1	261.6	20400	11105	0	0	0
24	292.5	423.8	7077	15199	0	0	3542
25	179.3	13.6	16833	2533	24494	0	17047
26	425.7	437.6	13917	0	18837	15146	0
27	24	181.4	4953	21098	1315	0	23870
28	200.3	191.3	21939	0	0	0	0
29	158.9	13	0	7850	14797	0	0
30	235.4	159.5	0	0	23809	0	0
31	437.3	97.1	9770	0	6125	0	16517
32	146.3	174.6	0	9748	14879	0	0
33	232.3	327.3	9731	5707	24056	16768	1263
34	90.8	292.1	18569	0	4133	12193	0
35	174.2	489	5928	0	20960	0	0
