# b1fa3d58-e238-4e1d-9681-45c872aeba07
4	5	2	46	14
0.0	40.8	94.3	81.9
80.6	0.0	87.9	99.1
22.9	72.9	0.0	56.3
31.8	86.2	95.7	0.0
1	16957	2	2
2	31864	2	3
3	10074	2	3
4	29564	1	1
5	39547	1	3
6	28212	2	3
7	23660	2	3
8	38175	1	4
9	32859	1	4
10	15747	2	2
11	10774	2	4
12	10427	2	4
13	16789	2	2
14	27053	1	1
1	112.8	272.5	65558	65084	91790	66826
2	192.4	473.7	65627	65556	90845	67758
3	457.5	352.9	65155	65215	88655	65510
4	286.2	428.1	64212	64792	90297	65580
5	260.7	227.8	66261	66563	92613	67598
1	69.8	40.1
2	324.7	285.8
1	238.5	397.3	0	13716	0	22676
2	478.1	177	0	0	8441	0
3	184.8	401	19415	22749	0	0
4	242.4	207.5	0	0	8601	0
5	408	33.4	0	17625	0	22787
6	148.9	12.1	0	0	0	23630
7	426.2	174.6	7059	17948	0	11067
8	341.6	477.7	16274	0	23740	0
9	425	492.2	0	0	17745	599
10	89.6	487.6	0	7687	7349	619
11	176.6	209.2	0	0	0	4070
12	304.9	398.9	0	0	11347	0
13	257.9	9	18695	1114	24482	9213
14	441.2	448.5	21791	15604	0	0
15	94.1	10.5	13548	22119	11494	1996
16	48.4	141.9	6998	0	10282	17830
17	72.8	70.5	6374	11012	11286	0
18	156.7	15.7	13266	0	24634	0
19	223.5	486.8	24487	22708	0	2901
20	451.3	154.9	3450	0	23090	0
21	287.9	234.4	5295	11431	9622	20191
22	243.5	123.6	15922	0	1263	10290
23	122.2	253.1	8631	8947	18054	20854
24	55.7	49.4	0	0	20047	0
25	146.5	102.7	22855	0	0	18922
26	198	278.6	12610	9288	18387	1291
27	209.6	287.8	0	18781	0	0
28	139	334.1	15563	7070	10935	0
29	42.4	171.7	0	0	19427	0
30	245.3	158.1	0	0	3172	0
31	357.9	359.8	0	0	15559	1479
32	179.7	486.4	0	9168	0	0
33	9	95.7	0	0	24164	18764
34	450	173.9	0	20396	0	1650
35	491.8	376.2	0	0	15501	14597
36	417.9	215.4	0	2837	0	0
37	421.4	212.1	1789	6300	16597	12643
38	342.1	204.8	5731	0	16836	0
39	122.8	32.6	0	11326	0	7108
40	147.2	6.8	5005	7164	0	3271
41	301.4	73.5	4787	9653	2314	7813
42	353.8	333.9	15131	0	18424	0
43	412	303.8	8438	15326	2447	24819
44	194.8	254.9	698	0	22678	5345
45	372.8	103.6	17337	22821	20262	23507
46	440	399	23215	0	0	9466
