# 73a8744a-fd81-4c67-9c2a-372630163d62
6	3	2	32	12
0.0	70.6	35.0	88.9	13.0	84.8
56.7	0.0	67.5	49.5	17.4	48.7
26.8	16.3	0.0	28.0	43.6	83.6
89.5	96.0	16.8	0.0	53.8	84.2
49.9	60.9	79.5	70.9	0.0	74.8
77.4	29.9	65.5	18.9	59.0	0.0
1	13224	2	1
2	37175	2	1
3	38128	1	2
4	37646	1	4
5	21903	1	6
6	11279	2	6
7	23553	1	1
8	35380	2	2
9	19063	2	5
10	25857	2	1
11	20370	2	4
12	31759	2	5
1	25.2	82.3	57397	103053	79785	66840	73259	46551
2	116.3	456.7	57525	103199	81233	65065	72242	46424
3	305.6	139	55557	102263	80134	66952	73779	48616
1	107.3	142.2
2	366.2	137.1
1	306.3	11	1645	18947	12101	0	0	0
2	403	91.7	23705	21518	11356	21476	19177	7181
3	188.7	334	0	0	5446	0	0	0
4	204.3	281.3	16615	14423	13121	0	0	0
5	429.7	434.1	4584	3323	0	0	0	8929
6	387.5	313.8	6359	0	0	9257	13134	0
7	16.9	479.6	0	18999	0	21026	16607	0
8	147.5	183.5	19041	0	4256	0	21655	0
9	8.2	322	0	0	0	22596	0	0
10	245.3	402.4	16063	11814	11227	16848	0	22661
11	454.9	360.2	4238	8339	0	13088	6419	0
12	152.1	14	0	17095	13707	10979	4167	3549
13	284.8	194.6	0	11940	8745	6430	13960	0
14	187.6	253.1	0	18794	3275	0	0	14428
15	289.9	313.1	0	0	0	0	15268	858
16	144.9	372	0	19060	0	0	14806	3130
17	216.5	108.8	0	0	0	13696	0	2831
18	2.7	316.2	0	0	22054	0	8071	19882
19	321.2	340.4	0	0	23715	0	0	0
20	448	27.3	2365	0	0	0	0	0
21	212.7	190.4	0	20147	0	9087	1838	0
22	498.2	136.8	0	24363	5269	0	18486	22961
23	168.1	368.3	10377	24952	0	0	0	0
24	233.7	434.1	0	21240	17909	19668	0	3408
25	275.5	380.8	0	0	20891	0	20047	0
26	456.8	172	9474	0	23731	2680	0	0
27	49.4	478.4	15188	0	0	0	11887	0
28	248.7	308.9	3816	0	0	0	0	0
29	271.6	122.5	0	16050	10170	21058	10217	0
30	285.8	377.1	0	15464	24931	0	9688	21294
31	136.5	202	24244	13977	0	0	3446	0
32	425.9	455.4	0	0	2186	1098	951	0
