# c6f5e117-d22d-4715-aec6-fa0059283627
4	5	2	48	10
0.0	96.2	40.8	27.8
81.0	0.0	85.0	51.4
79.3	59.4	0.0	82.6
59.2	31.6	94.7	0.0
1	23289	1	2
2	30414	1	3
3	38914	1	1
4	32989	2	2
5	33317	2	1
6	21269	2	4
7	10558	2	4
8	34884	1	1
9	38852	1	3
10	33964	2	1
1	209.3	464.4	79874	75507	82446	75473
2	479.5	271.3	79395	74940	80624	74031
3	356.1	305.4	79509	77132	83492	74744
4	493.4	175.9	79443	75062	79911	72387
5	295.9	476	80371	75223	82737	73785
1	472.1	303.8
2	330.4	111.2
1	173.1	288	0	0	4577	21855
2	392.9	342.7	8037	505	3119	0
3	59.2	465.8	5183	0	14144	24050
4	296.9	217.3	24174	12418	7708	12254
5	185.7	80.5	0	20176	3565	10942
6	75.7	282.6	0	7026	9612	0
7	146.5	37.6	0	0	13488	0
8	410.1	328.6	0	0	17690	0
9	260.3	402.2	5639	0	20835	22300
10	258	339.2	13752	0	0	0
11	207.3	351.7	0	909	11053	13435
12	76.8	418.5	1667	0	5880	2417
13	265.7	94.2	0	23730	15352	0
14	457.8	357.6	14848	6287	23308	14250
15	38	219.4	14205	0	0	0
16	481.4	17.3	0	15681	0	7540
17	371.8	416.1	17547	10993	0	0
18	31.4	14.1	0	0	18132	1505
19	138.2	104.7	21381	0	0	0
20	352	322.9	0	20552	0	11747
21	66.7	499.9	0	0	24131	24956
22	382.1	246.7	6270	0	0	3195
23	444.4	169.7	3197	8064	0	0
24	255.7	463.8	8346	16186	0	0
25	40.8	150.1	3799	0	16570	0
26	195.2	488.7	0	11502	18919	0
27	42.5	411.3	6080	20779	2517	0
28	390	443	6404	23761	0	0
29	298.4	41.5	0	0	0	11444
30	200.4	258.3	9444	0	0	0
31	192.8	219	19679	0	5151	9040
32	458.9	217.6	0	9241	24443	0
33	223.7	94.1	0	3827	0	0
34	284.6	279.2	3705	0	20039	13455
35	322.4	195.2	20815	0	5112	0
36	60.9	5.6	24109	0	14493	18049
37	78.1	96.4	22753	12718	16644	0
38	436.8	194.8	11438	0	0	5449
39	17.1	106.6	11551	0	2778	21326
40	66.2	93.4	3680	18357	0	0
41	269.9	114.5	8267	23890	0	21696
42	257	481.8	10848	0	24771	19150
43	226.4	440.3	22093	13785	13532	0
44	370.8	172.2	0	15350	0	11226
45	432	118.8	0	13364	0	0
46	41.6	351.2	5471	19390	10911	17662
47	238.2	480.7	21180	13421	0	16342
48	35.6	363.2	23523	23523	24680	21022
