# 96d147d5-cf33-4662-be8b-b5fdee0114b2
7	3	3	55	14
0.0	65.3	26.6	59.3	80.2	35.1	70.5
11.2	0.0	36.9	15.6	46.4	64.1	27.7
20.0	62.5	0.0	31.9	99.1	81.9	70.7
60.9	81.3	96.9	0.0	81.5	96.2	49.1
57.0	11.2	53.2	65.7	0.0	53.6	74.0
53.6	25.4	40.0	91.7	94.0	0.0	10.9
76.4	32.3	95.2	10.5	73.8	17.4	0.0
1	27244	3	4
2	17816	1	7
3	20270	2	3
4	30841	2	4
5	11203	2	7
6	39597	2	3
7	18402	2	6
8	29211	3	1
9	36990	1	2
10	17900	1	1
11	30635	2	4
12	38889	2	5
13	12186	3	2
14	14766	3	3
1	475.8	208.9	115353	124129	158871	164894	118717	133171	120969
2	459.9	406.2	118061	121340	158308	162120	115196	131027	120603
3	416.7	204.5	115773	124759	157598	165004	117137	130303	122649
1	464.6	145.2
2	360.7	314.2
3	172.8	235.6
1	69.1	410.3	0	0	0	0	12535	0	5735
2	307.9	447.1	0	0	23484	5061	6772	11026	0
3	52.6	169.2	8747	0	0	0	0	16985	3778
4	89.5	86.8	11708	16843	6699	21418	0	0	2859
5	216.6	302.8	0	18066	0	886	17187	0	0
6	415.6	158.6	0	15385	0	0	0	0	0
7	28.9	273.9	5302	3198	17446	0	23998	18560	7730
8	443.1	113.5	10270	1635	10840	0	0	16240	9347
9	219.6	18.4	2091	24491	0	14346	5138	17130	0
10	308.4	15.5	0	0	10999	0	0	0	8915
11	57.4	109.5	13864	9872	22289	16157	0	14262	19950
12	337.6	115.4	0	0	21425	12379	13053	0	0
13	206.9	255.7	0	0	9490	16457	0	6001	7658
14	160.2	401.7	0	3871	0	21835	0	24079	3237
15	160.1	317.4	12080	20845	24495	1966	0	5971	0
16	131.7	64.3	20283	0	24963	19040	0	18603	0
17	158.5	391.5	0	9800	0	16166	7651	0	0
18	160.5	0.3	13235	10276	23512	5181	8114	0	0
19	288.9	272.1	15931	18740	9760	13782	13236	987	0
20	488.7	86.9	0	0	8402	0	4946	23338	0
21	266.3	485.2	25000	0	0	0	18699	6839	17615
22	435.3	138.7	0	0	20995	18369	0	10422	0
23	225.3	129.7	0	24954	19496	16394	18432	24407	1845
24	181.5	84.1	6721	0	0	0	0	18765	0
25	350.2	302.5	12707	0	5729	14309	0	0	20788
26	30.8	278.4	0	14093	12061	0	0	0	19310
27	367.9	431.1	0	0	3695	950	5769	564	0
28	454.1	54.8	7933	0	4517	8926	14295	20737	20583
29	190.5	191.8	15550	10421	16121	0	2733	3364	22282
30	150.5	264.9	23577	0	0	13990	16365	9344	0
31	235.4	363.9	4536	0	6438	24093	16827	9001	0
32	43.3	421.3	6436	17405	2248	20092	7275	0	21386
33	54.9	95.7	0	10994	0	19689	8547	0	8424
34	474.4	310.6	0	11312	0	23984	0	0	0
35	253.2	468.5	0	11322	0	15041	0	0	18159
36	442.1	237.5	13024	0	0	2488	0	12508	0
37	403.3	351.7	3944	0	7700	2993	0	0	20822
38	389.6	408.9	12467	9273	5635	1543	0	0	0
39	144.1	96	0	0	23229	20916	11732	5662	0
40	18	268.9	0	0	16544	0	0	0	22465
41	353	165.1	0	19517	19148	9041	19431	0	0
42	492.3	40.2	0	16374	23110	0	22800	17638	21460
43	395	322.6	12136	12971	4650	10017	5057	24419	0
44	210.1	216.8	0	6726	1381	19298	0	0	0
45	287.3	273.9	17716	2293	0	21188	13307	16590	19972
46	473.3	379.9	23893	5600	0	5238	0	0	0
47	417.6	455.1	0	18296	6112	0	0	0	2066
48	498.4	119	13327	0	0	2921	802	2808	15194
49	119.3	455.5	22874	0	4003	13569	22859	12569	0
50	232.8	136.2	2110	0	14781	0	0	6729	24845
51	210.5	190.6	0	0	12259	3742	0	0	8006
52	44.9	26.7	5356	0	0	0	15757	0	4114
53	184.6	286.6	0	6723	5392	11831	2788	0	0
54	497.6	8.5	0	0	0	0	5409	11832	0
55	368.8	119.4	0	9246	13161	17089	0	0	0
