# 43d4e0bd-445e-49be-beeb-0c96d9e3d0eb
7	5	3	59	14
0.0	99.4	87.0	51.6	58.9	62.3	84.5
82.6	0.0	66.4	62.5	93.0	32.0	68.0
85.9	93.2	0.0	97.9	58.3	94.9	55.8
78.6	54.8	28.8	0.0	80.6	33.3	61.6
69.9	27.0	70.7	23.6	0.0	91.2	33.8
47.9	38.1	29.8	30.7	42.4	0.0	90.8
66.8	19.4	54.1	51.4	80.4	53.2	0.0
1	29101	3	1
2	33893	1	4
3	32779	3	2
4	12258	2	1
5	17603	2	7
6	11658	1	1
7	23934	1	5
8	21621	1	1
9	24315	3	6
10	24996	2	6
11	12002	1	2
12	19399	2	4
13	14636	1	4
14	37355	2	4
1	459.1	261.2	65602	109240	98002	66175	104236	85238	64788
2	314.9	135.4	63662	109204	97089	66339	103485	84764	64731
3	104	222.7	64101	110289	98510	66676	101570	88016	65389
4	217.4	425.9	66329	108122	97518	64606	104153	87759	64154
5	347	384.4	64716	107941	97186	64503	102349	84618	67098
1	401.9	53
2	32.8	480.7
3	403.5	47.7
1	244.4	214.5	0	0	0	1900	12634	0	0
2	339.8	185.5	0	6697	8196	0	0	0	0
3	9.7	189.3	0	21312	13597	0	0	2649	0
4	123.3	461.7	0	17105	22845	1250	20565	0	0
5	133.2	205.2	0	0	20049	22363	9748	0	2386
6	103.9	478.1	24097	0	15106	0	0	0	9253
7	456.1	481.5	12079	16636	0	0	14410	11787	0
8	78.7	293.9	0	21031	23371	0	24483	13084	0
9	52.2	258.5	0	5043	3820	9862	0	0	0
10	113.4	374.2	9139	0	0	8722	12914	0	561
11	93.2	432.7	0	0	12130	0	15191	0	4593
12	59.2	100.4	0	22264	12426	20350	14371	15985	13704
13	206.6	251.4	8792	5954	3520	0	17416	0	5607
14	248.3	457.3	21213	0	15648	0	16405	0	0
15	294.8	400.6	23650	0	0	10926	0	14321	17910
16	382	141.2	0	8027	0	11825	17209	17477	0
17	303.9	433.8	20383	9486	4037	8319	20605	0	0
18	317.9	471.6	0	0	0	0	0	18783	0
19	198.4	46.4	0	0	0	22178	22030	0	0
20	198.2	133.2	4857	0	14407	0	8251	0	19212
21	9.5	14.3	7477	6145	0	22888	21015	0	0
22	90.9	490.1	0	0	0	0	13174	8744	0
23	72.5	251.6	19406	20667	0	0	0	0	24425
24	345.3	357.2	6193	0	16128	0	0	20272	19120
25	248.7	442.7	2888	23455	24920	0	0	16514	0
26	471.9	428.3	13689	0	0	0	22751	0	0
27	150.7	82.6	0	15042	10103	4818	10417	16340	8469
28	486.5	74.6	4406	4550	23127	24495	20577	11083	16857
29	475	419.3	0	1030	0	0	7622	14143	2686
30	459.8	99.2	4208	15567	23576	1902	14254	23357	0
31	480.5	466	13851	0	0	0	0	0	0
32	310.6	143.3	19510	8891	6975	0	20575	553	5397
33	243	170.1	0	18977	16587	0	0	5927	0
34	374.1	69	0	21087	0	0	0	8922	0
35	5.4	26.2	0	0	0	19713	6830	0	13045
36	444.3	275.8	11554	0	12943	15501	0	0	2847
37	310.5	167	3628	20804	17879	0	0	10354	0
38	5.9	390.3	23227	0	24878	0	0	15058	0
39	35.2	278.1	0	0	8970	0	16713	20532	16550
40	86.7	286.4	0	10734	0	16201	8960	9593	15535
41	225.6	238.8	0	11985	18978	0	0	0	2800
42	114.6	351.3	0	0	9952	0	0	0	12813
43	39.6	368.9	0	19295	0	0	9235	15705	0
44	427.1	445.7	15481	21445	0	0	0	3476	0
45	495.5	463.1	6352	0	12528	9691	0	3918	6697
46	182.9	466.1	0	23953	0	9521	0	0	0
47	476.2	249.3	10215	23495	19277	0	23468	0	0
48	193.1	277.2	0	13373	0	0	0	14982	0
49	102.6	87.6	0	0	0	0	8644	0	1638
50	77.2	213.4	0	21166	21300	6709	0	0	4196
51	381.1	100.7	7994	13156	0	3896	0	0	0
52	4.4	464	4676	5059	4428	3933	8586	0	0
53	77.7	263.5	0	21026	0	0	15062	6882	5214
54	51.5	154.9	0	0	0	0	3327	24131	23623
55	423.7	478.5	0	22343	15592	9428	0	20370	15343
56	215.9	486.9	0	0	0	17882	24446	20674	17584
57	493	231.9	10847	9279	15973	9966	14514	19031	13449
58	434.9	436.3	0	23283	918	0	0	8513	13424
59	301.2	341.4	0	0	1150	14707	0	4139	0
