# 77262d9a-a243-4991-8a66-455385010228
5	3	2	37	15
0.0	37.0	96.4	10.4	82.2
52.6	0.0	18.5	36.3	80.7
88.6	73.4	0.0	86.5	78.8
20.5	63.0	12.2	0.0	20.9
88.7	17.9	19.6	90.1	0.0
1	17978	1	2
2	34428	1	3
3	33084	2	4
4	23845	1	2
5	22020	1	4
6	37158	2	3
7	32250	2	2
8	36565	2	2
9	15841	2	1
10	13200	1	3
11	13776	2	5
12	24743	1	2
13	34466	2	4
14	27090	1	4
15	12263	2	2
1	354.9	256	100138	94910	100577	67108	82746
2	200.5	300.2	100810	97271	101854	65102	82941
3	173.2	208.7	101006	96931	102679	67397	82301
1	15.5	20.1
2	476	85.3
1	244.6	276.7	0	506	14606	7019	16316
2	236.2	376.1	2336	0	2173	1959	12218
3	255.6	222.9	7063	0	0	2838	10349
4	366.2	297	0	15091	17096	0	0
5	413	50	22032	4623	10490	0	0
6	337.5	238.7	2461	14410	13174	0	18021
7	18.3	460.9	0	8718	18944	751	0
8	471.4	244.9	0	5912	0	6980	0
9	160.2	46.7	6010	0	10714	0	23363
10	244.4	395	24008	0	770	24616	2278
11	304.3	435.1	0	6509	10090	18999	11772
12	320.8	446.9	4251	0	0	0	12662
13	400.3	271.6	17056	0	11287	1456	0
14	28.4	260	0	8263	4172	0	0
15	264.3	29.9	19811	21164	0	0	0
16	345.5	477.5	15287	22378	0	0	1591
17	297.5	94.4	14562	1792	19426	7148	22927
18	339	1.8	4037	5892	17008	5577	0
19	190.2	460.5	4171	2933	0	15126	17346
20	246.4	159.1	0	2473	1473	18718	0
21	81.2	230.7	19220	0	3915	0	13229
22	173.8	31	12889	8724	17566	24522	0
23	349	62.5	8962	9452	23774	14644	8286
24	123.2	457	0	12930	4064	0	0
25	302.8	291.7	0	18100	0	15151	0
26	444.2	58	19431	0	0	0	0
27	297.1	285	8874	0	0	0	1909
28	215.9	78.3	0	3847	0	8982	8826
29	323.5	166.3	0	9732	8014	0	0
30	125	452.9	0	0	9091	1404	18234
31	185.8	68.7	0	21698	12955	7380	17723
32	270.4	35.9	8416	0	0	0	3929
33	284.9	459	15096	21239	18767	0	12036
34	257.5	326.5	16548	0	2401	0	0
35	108.2	403.9	0	16077	13841	0	0
36	400.8	332.3	19016	22813	23697	0	0
37	497.6	293.1	21334	14622	7537	6271	3307
