# 173a88c7-913f-4235-b85f-e5fc67c80b72
4	5	3	49	15
0.0	90.7	94.6	28.9
66.1	0.0	82.3	76.5
34.0	25.7	0.0	22.1
94.1	14.0	74.5	0.0
1	34529	3	1
2	38461	1	4
3	33120	3	2
4	20550	2	1
5	31799	3	3
6	19313	1	2
7	15293	1	4
8	15826	1	2
9	39903	2	1
10	34100	1	1
11	10208	3	2
12	39792	2	4
13	14749	2	2
14	37821	2	3
15	36244	2	1
1	347.6	354.2	92110	62220	71210	76713
2	264.1	25	90673	59958	73123	80536
3	412.8	182.5	94044	61117	70921	79537
4	288.8	285.1	92740	61080	70723	78243
5	462.2	267.1	91352	60369	70965	80475
1	91.3	257.3
2	262.6	47
3	299.4	197.6
1	340	349	0	15801	22142	12304
2	155.7	287.3	15378	0	3022	14694
3	164.7	183.4	0	0	13859	21062
4	368.3	215.9	18202	0	12562	22064
5	230.3	221.8	0	8331	15561	14877
6	98.2	421.4	22969	4851	9182	22680
7	12.9	214.9	0	22315	17643	0
8	489.4	68.3	0	0	19133	0
9	227.9	1.5	1267	13220	0	0
10	3	227.4	18028	10199	17522	11263
11	53.5	424.9	13401	0	0	12495
12	84.9	67.7	0	18633	0	0
13	61.8	164.1	9288	0	0	21236
14	141.2	127.5	10582	0	0	21429
15	1.8	479.5	12810	16481	0	0
16	436.6	153.3	0	0	17228	10099
17	77.1	100.8	17390	6833	18705	0
18	4.4	257.1	22213	0	13383	17855
19	36.7	391.9	18973	0	0	6748
20	191.1	332.5	11852	0	0	0
21	434.7	65.9	11424	0	0	13904
22	476	316	9642	0	0	0
23	131.5	465.8	0	21983	10080	0
24	42.5	415.4	23313	14241	1609	10359
25	143.9	141.8	13279	0	1420	18197
26	150.9	315.3	15887	20972	0	5141
27	162.5	250.5	12138	18575	0	0
28	412.4	58.6	0	0	9929	0
29	54.7	327	24825	0	6351	942
30	323.5	2.1	12713	1587	0	0
31	174.8	110.7	0	819	19698	0
32	134.2	438.6	0	879	10736	0
33	89.1	361.4	0	0	7958	11907
34	487.3	325.6	0	640	0	13190
35	167.2	108.6	0	0	15644	7262
36	487.7	268.4	867	17255	0	0
37	128.1	478.1	0	0	22234	21272
38	213.1	243	23384	14840	0	6819
39	52.3	96.4	9850	23749	16097	0
40	197.9	150.5	0	0	13178	0
41	485.5	285.3	22939	16672	13384	0
42	256.9	417.6	23374	571	0	12664
43	282.4	461.7	21612	0	0	0
44	315.6	462.5	22278	0	0	4550
45	35.8	262.4	0	0	14165	0
46	37.1	164.7	0	0	0	6971
47	317.3	199.9	0	8405	0	11346
48	54.9	76.8	0	10303	0	0
49	196	72.6	7131	0	0	24972
