# 3099b2af-6e57-4d14-b156-2afb6067c1e4
6	3	3	38	19
0.0	73.7	51.7	17.5	64.2	61.4
62.2	0.0	73.7	72.5	14.6	54.4
65.8	84.2	0.0	10.0	65.1	95.0
92.5	27.9	65.5	0.0	48.0	84.6
40.3	16.9	49.6	20.5	0.0	35.0
78.8	34.2	14.8	16.5	85.5	0.0
1	30707	1	3
2	30817	1	3
3	28418	1	2
4	22601	3	5
5	26850	3	1
6	22439	2	1
7	23654	1	5
8	39947	3	3
9	25344	3	4
10	10564	1	2
11	13186	2	1
12	34138	1	1
13	37510	3	3
14	24664	2	4
15	11016	3	6
16	26422	2	6
17	20936	1	3
18	33690	3	5
19	29361	1	1
1	475.5	144.9	82637	46921	96083	71916	106782	127474
2	388.5	100.3	83238	44027	98618	72438	107134	131174
3	453.5	206	83084	44348	95985	72966	104675	129867
1	477.4	247.4
2	323.3	97.7
3	422.4	314.8
1	473.2	214	0	0	20443	3255	16418	20517
2	489.6	38.7	0	0	7330	6774	0	17988
3	66.6	381.8	23922	753	0	0	12576	17809
4	217.4	363.6	0	0	6035	0	0	24661
5	335.1	271	0	0	0	10298	0	22949
6	31.6	92.3	0	1153	20569	13387	0	22991
7	349.1	248.2	16216	0	0	0	0	0
8	396.9	391.8	0	16726	12337	18395	21348	0
9	246.9	438.3	0	0	19433	0	0	6579
10	156.1	266.6	0	0	23283	1513	24648	962
11	407.3	416.1	0	5138	2677	14865	0	23671
12	451	286.5	0	0	0	13009	8878	0
13	318.7	105.3	0	9632	24059	0	17461	14505
14	178.2	181.6	4425	21994	0	10507	1291	0
15	282.3	120.8	0	0	0	15849	12747	0
16	41.5	95.6	18116	0	0	0	24424	0
17	273.9	239.8	11116	0	2624	15626	0	0
18	197.2	342.1	20452	0	0	0	13309	2514
19	186	198.7	17401	0	0	0	9468	14477
20	369.7	196.8	0	0	14886	0	0	0
21	337.5	224	0	11857	16558	0	14700	17865
22	357.7	351.6	5505	0	12205	24242	0	23362
23	199.8	5.3	0	0	15314	4879	0	0
24	369	205.7	0	16682	0	0	0	10745
25	82.7	364.6	767	0	2596	2643	1295	5760
26	389.8	66.1	19222	2443	0	0	0	22216
27	448.1	365	19385	0	0	0	13582	0
28	438.3	84.8	0	0	20489	13893	893	4572
29	33.4	60.7	0	0	0	0	8253	23967
30	388.6	103.3	15326	0	15719	6017	13591	0
31	299	479.8	19860	4570	0	0	16567	9449
32	6.5	11.3	0	0	0	20254	20090	7436
33	207.4	102.3	0	11985	24829	789	0	2996
34	225.2	463.4	22298	0	10315	0	0	17287
35	131.6	30.7	19665	4422	9786	4950	22292	4192
36	369.7	45.9	10053	0	0	11118	24351	4681
37	374	305.3	0	0	0	0	2714	12804
38	216.3	498.9	0	21254	0	0	7294	21965
