# 490d9ea4-1127-4e74-82a7-bd4f1b6874c6
5	3	2	53	11
0.0	94.5	39.6	31.8	59.2
65.2	0.0	30.3	64.4	82.3
43.9	51.3	0.0	54.1	18.8
23.8	47.4	64.8	0.0	60.9
31.8	35.3	73.9	48.9	0.0
1	14682	1	2
2	36933	1	1
3	37326	1	1
4	16275	1	2
5	27258	2	3
6	22039	2	1
7	34625	2	5
8	28203	2	2
9	28142	1	4
10	14624	1	2
11	22510	1	2
1	297.3	42.6	97420	91092	122911	120702	97373
2	246.2	468.7	97657	91466	122241	121135	98600
3	438	30.1	97041	92996	124592	120543	99785
1	231.9	368.5
2	312	485.3
1	425.4	21.4	21547	0	0	15275	0
2	27.9	171.8	15724	0	3467	0	5539
3	188.1	254	0	15339	0	0	0
4	344	399	0	0	0	3472	0
5	471.6	208.2	0	5850	7686	0	1721
6	289.9	447	23918	0	18560	0	3323
7	494.1	440.8	0	4708	13638	0	0
8	418	390.1	17654	12766	0	3772	0
9	6.2	9.9	19969	10457	0	0	0
10	273	92.1	927	0	0	16093	21730
11	279.8	51.1	0	6740	24358	24749	0
12	33.9	421.7	509	22518	0	0	20513
13	370.8	443.3	0	0	0	14614	0
14	244.5	327.6	0	16723	20453	10225	21693
15	498.7	52	3093	9838	0	0	0
16	449.4	2	16788	2227	21261	17739	12142
17	313.5	378	0	0	0	0	2140
18	376.3	254	0	0	18637	18462	6331
19	457.9	93.6	0	0	0	7708	0
20	469.5	207.7	0	22658	10050	17015	0
21	135.1	167.1	0	6828	12375	6715	0
22	455.6	127.8	10016	0	15210	19295	0
23	479.9	431.3	0	0	1165	0	4654
24	59.6	57.9	16652	0	536	23875	11440
25	369.7	145.3	0	19700	23810	0	24353
26	424.1	167.3	6735	2183	0	0	0
27	61	17.5	14636	0	0	8045	11931
28	33.9	463.9	0	21186	11738	0	0
29	497	452.7	0	0	6678	23681	10140
30	13.9	305.1	0	21457	0	0	0
31	494.6	72.1	2941	21864	0	0	23533
32	324.6	208.5	21480	0	2814	0	0
33	400.4	159.4	0	16353	0	0	0
34	488.1	106.5	5125	0	0	0	13589
35	208.4	260.6	9044	0	0	0	14520
36	433.3	485.8	0	14975	19287	0	6008
37	117.1	315.5	15519	0	20285	18774	3271
38	279.2	441.4	0	0	0	20370	929
39	128.9	356.3	0	0	11436	0	1422
40	36.5	449.9	0	0	19118	0	0
41	234	472.8	0	4749	0	0	0
42	302.1	162.1	0	0	0	8645	984
43	417.9	310.2	0	0	2242	12815	0
44	56.1	62.2	0	0	7050	6074	0
45	185.8	188.8	0	0	9380	15878	13547
46	32.5	490.8	4252	0	20447	12691	12979
47	189.1	404.3	10616	0	0	0	22773
48	31.2	239.4	13548	0	5779	0	0
49	297.8	433.7	0	0	20669	0	11593
50	448.2	448.8	13515	9083	0	0	0
51	315	198.6	9994	0	12672	0	2526
52	79.9	338.8	0	0	0	24049	0
53	11.4	440.7	9058	0	0	0	2087
