# 80b3f8d2-46c7-404d-8a34-19e778aa40fe
4	5	2	36	17
0.0	62.4	52.7	53.1
34.0	0.0	55.3	75.6
12.4	32.4	0.0	36.5
28.0	65.5	13.0	0.0
1	20902	1	3
2	31883	2	1
3	15289	1	3
4	13752	2	2
5	26076	2	1
6	19515	1	1
7	26150	2	3
8	23807	2	4
9	20374	2	2
10	21436	2	1
11	14733	1	2
12	11913	1	1
13	22572	1	1
14	19559	2	2
15	38372	2	2
16	11931	2	4
17	37216	2	4
1	24.6	200.4	62981	43913	54435	59368
2	112.3	17	66267	42100	53795	58829
3	473.1	443	64126	42858	52120	59947
4	382.9	52.4	62782	40619	54675	59831
5	188.9	275.5	65635	40977	55183	57651
1	171.4	408.3
2	308	380.4
1	89	493.2	0	0	8394	7738
2	486.5	136.7	0	6425	0	14442
3	255.4	186.5	1500	12930	13946	0
4	44.9	66.5	11773	0	0	9251
5	319.5	179.5	24570	0	0	0
6	73.9	458.2	0	1707	23890	22881
7	438.5	435	10332	19931	23187	0
8	19.1	145.4	5316	0	519	8983
9	189.8	163.6	20717	0	0	4535
10	421	128.1	22310	0	0	0
11	361.8	395.8	24146	0	0	0
12	131.6	170.8	18764	0	0	16767
13	128.1	173.9	0	1561	0	5309
14	133.9	467.7	4367	0	0	0
15	209.1	251.7	0	16436	0	3975
16	255.4	434.2	23974	11328	3635	0
17	48.8	6.4	0	0	3605	17439
18	496.6	185.9	14677	4550	0	8460
19	469.6	500	22914	0	24181	3255
20	233.5	236.6	0	0	0	5559
21	205.2	164.8	0	22268	0	11387
22	478.6	134.9	0	0	0	14810
23	182.1	360	13265	21099	837	2233
24	321.3	219.2	4120	13579	9906	19577
25	476.2	52.3	11492	15751	0	19928
26	51.9	222.2	15861	0	20533	13653
27	229.1	114.7	0	14234	11268	0
28	443.4	412.5	0	0	0	13172
29	97	424.5	11012	0	0	0
30	130.1	148.8	0	4398	0	0
31	166.5	355.2	3347	0	10889	0
32	136.8	191	2242	0	16437	8597
33	314.5	128.8	24347	0	19307	7758
34	394.1	3.8	0	15505	23902	0
35	303.3	169.2	0	6385	22113	20466
36	271.7	42.1	17653	8689	15163	21557
