# f3d2d633-3dc6-425f-9ca8-0855b872165b
5	4	2	44	16
0.0	12.4	62.2	72.3	37.8
90.6	0.0	18.4	73.9	34.9
18.2	57.6	0.0	56.9	93.4
41.4	93.7	27.9	0.0	58.4
50.0	66.3	69.3	81.0	0.0
1	35870	2	2
2	11586	1	1
3	26969	1	2
4	32486	1	1
5	34431	1	4
6	32211	2	1
7	17342	2	5
8	37712	2	5
9	17998	2	2
10	16445	2	5
11	29200	1	5
12	10663	2	2
13	39843	2	4
14	13853	2	4
15	11008	2	2
16	27312	1	4
1	480	277	47437	74227	54293	68311	99105
2	465	137.5	47189	75625	54825	68338	101045
3	9.1	314.8	47595	76532	57266	67197	98363
4	129.5	49.4	45652	74735	57119	67978	99488
1	222.2	376.7
2	496.2	450.1
1	300	337.8	22134	0	17434	22087	2005
2	120.7	37.5	2104	0	14355	1062	18267
3	215.1	297.7	17325	16272	0	0	0
4	15.2	437.7	4157	0	23572	12926	0
5	485.2	57.9	4597	0	24290	24453	19891
6	277.7	493.4	0	595	0	0	21398
7	29.4	208.8	0	0	0	12432	7472
8	187.9	451.8	0	0	0	0	24424
9	306.4	485.7	0	24309	11224	9468	0
10	5.8	406.5	3797	0	8004	0	22782
11	200.4	434.4	0	0	0	13283	0
12	308.4	86.4	5364	0	0	1499	19059
13	326.6	160.6	0	13160	0	17298	10512
14	59	4.4	0	7322	0	0	20039
15	347.5	63.4	0	13659	1119	14062	0
16	416.2	383.5	0	7776	0	21774	19191
17	51.5	358.5	3318	839	0	21882	0
18	302.2	28.6	0	17046	0	9603	833
19	412.2	494.4	22024	12010	0	0	14353
20	1.3	139.9	9809	4040	18706	0	0
21	476.3	100.2	0	0	0	0	21187
22	226	207.9	0	0	0	14106	13348
23	346.6	121.6	0	819	0	0	8457
24	468.8	396.5	18024	0	10932	0	0
25	329.4	317.2	0	4238	4619	0	0
26	295.6	129.8	2972	0	14310	10191	0
27	157.6	290.4	6213	8797	0	0	13095
28	336.3	484.2	0	0	0	502	0
29	262.1	256.2	0	7891	6525	0	0
30	156.4	112.6	0	5788	3185	0	0
31	94.3	41.8	0	0	3085	0	1733
32	494.9	446.8	0	12497	0	0	0
33	340.7	118.7	6894	22269	0	1671	15041
34	129	122.6	20834	22151	515	16614	21994
35	160.4	341	8261	24881	3990	0	10794
36	385.3	194.2	10164	0	8265	0	9768
37	201.3	62.9	0	0	14555	0	0
38	496.3	347.8	0	24104	5958	14077	0
39	400.6	248.1	5841	18815	0	0	14080
40	465.4	195.1	0	0	7198	0	0
41	260.4	290.6	0	14006	8824	14410	0
42	59.5	486.3	0	4388	0	0	11604
43	166.8	14.1	0	0	0	0	18395
44	293.4	261.8	0	3641	1734	4000	24920
