# 5184ac9a-491e-4281-9b0e-4aeea413932d
6	5	2	48	16
0.0	16.3	71.0	11.0	40.2	71.5
33.4	0.0	33.7	46.4	76.9	94.8
98.5	29.2	0.0	14.6	10.4	51.4
31.0	71.8	97.4	0.0	55.1	93.9
44.8	93.7	73.7	99.8	0.0	67.6
66.1	16.8	49.6	99.2	87.2	0.0
1	13670	2	1
2	32620	2	1
3	18316	1	4
4	22016	1	6
5	32466	1	4
6	15682	2	1
7	14045	2	2
8	22089	1	3
9	24704	1	1
10	34662	1	5
11	11476	1	6
12	18456	1	5
13	27471	1	5
14	16538	1	3
15	13356	1	2
16	13260	1	6
1	208.2	362.2	68964	64486	45787	57050	69257	73402
2	33	470	65461	62910	43796	56309	67254	72853
3	471.8	100	67435	61378	43793	56348	66271	71455
4	346.3	65.6	68482	62261	43785	57796	66861	71963
5	487.8	211.3	66508	65101	45232	56510	66080	70762
1	320.8	389.9
2	39.7	329.9
1	63.8	146.9	8430	0	0	10422	11432	0
2	336.7	276.2	0	14723	0	1370	6044	13634
3	219.9	87.1	12000	1249	0	0	0	6084
4	33	304	0	0	3692	0	9871	17342
5	55.3	351.7	0	0	0	0	0	6315
6	499.3	485.6	0	0	0	0	0	22653
7	106.2	398.8	7796	0	24710	8363	0	0
8	146.4	4.2	5390	14646	0	0	13330	17343
9	261.7	122.9	18806	0	6262	0	0	0
10	157.9	94.3	726	21473	7646	0	8377	0
11	373.6	374.2	12067	775	7673	4858	0	15043
12	428.2	210.5	6073	0	0	14196	0	20526
13	294.2	253	0	12611	7414	0	18864	16193
14	97.3	355.7	8773	0	0	15387	0	18633
15	343.3	335.4	21161	0	0	24284	0	0
16	367.8	256.2	0	0	0	2431	0	15348
17	438.1	326.2	0	0	5956	4673	0	0
18	476.6	17.1	7863	0	0	2880	12278	3714
19	1	292.5	24494	16436	0	16619	0	0
20	103.1	56.7	0	3930	0	0	4927	11508
21	481.9	283.1	21778	24048	0	0	3683	17799
22	139.2	314.1	0	0	22485	0	7882	19895
23	453	427.5	0	0	16559	0	0	591
24	56.8	208.3	0	0	13484	0	21944	0
25	38.5	444.6	0	16510	0	15607	17466	0
26	441.7	402.7	0	0	14803	0	15282	0
27	435.5	339.1	24300	0	0	18558	17197	0
28	386.4	140.1	0	0	0	7940	10689	0
29	339	475.7	14129	0	0	0	9590	8502
30	358.1	384.5	0	2940	4979	17743	11300	0
31	496.1	72.2	8297	0	0	21708	0	0
32	233.9	184.8	7596	19029	0	0	0	18318
33	195.8	411	13417	0	0	16555	19607	21028
34	495.2	94.7	11183	23231	0	8538	0	0
35	31.7	202.5	0	0	4643	0	0	0
36	383.7	489.3	0	0	22184	1547	0	0
37	455.2	387.9	0	6205	0	10964	4199	15199
38	5.2	68.3	19921	2669	0	8886	24755	0
39	86.2	369.8	14036	22005	14338	3635	14078	2898
40	393.9	116.3	3783	16391	7011	0	5455	4750
41	58.8	54	17761	16097	0	5116	10539	9143
42	36.5	340.8	24086	14295	0	0	6268	19394
43	330	209.5	0	6488	0	0	0	0
44	136.2	172.7	0	0	0	0	0	8263
45	414.6	306.2	0	0	22970	0	18998	0
46	352	328	6321	12111	0	0	0	0
47	36.5	462.4	0	22467	0	23716	0	9496
48	415.8	141.9	0	10383	0	0	17872	8796
