# a3df40c6-4190-4150-ac3a-57910ecc327a
6	5	2	33	14
0.0	29.7	39.9	80.6	51.0	70.1
35.9	0.0	27.4	41.6	27.9	28.5
63.2	16.8	0.0	63.2	84.4	69.2
17.8	49.2	35.0	0.0	69.7	12.7
53.3	74.5	78.2	38.3	0.0	54.2
29.3	57.7	83.9	67.4	58.4	0.0
1	22957	1	6
2	38025	2	6
3	36374	2	2
4	31248	1	4
5	13980	1	4
6	38963	1	2
7	11265	1	4
8	14695	2	4
9	18451	2	1
10	13735	1	2
11	15045	2	6
12	23192	2	3
13	33110	2	5
14	30039	2	1
1	403.9	187.6	45638	63560	37950	52747	62601	30702
2	12.2	4.9	47129	65581	39111	52972	62686	29887
3	334.3	398.1	46445	66546	38139	54107	63373	31857
4	353.5	143.7	47943	65069	37098	54233	61109	30649
5	124.5	70.4	46704	64593	36178	51877	62602	30825
1	433	288.4
2	393.4	280.2
1	93.6	117.7	0	8848	0	20265	4616	0
2	286.3	235.1	0	23675	0	1875	0	0
3	413	216.2	0	0	22990	19701	11502	23742
4	238.4	260.8	16540	21763	13897	19739	15502	0
5	420.4	59.5	17356	13688	12571	24817	8184	17366
6	361.9	0.2	7099	0	2412	20002	24552	0
7	282.6	20.3	0	22044	0	14499	19475	0
8	269.1	68	18799	10865	7189	0	0	0
9	186.7	114.3	17571	0	4371	0	0	0
10	442.5	25.9	0	16371	22497	7200	0	2183
11	28.9	158.9	0	0	13812	0	5025	0
12	55	105.8	17790	12805	13731	0	2292	0
13	2	446.7	0	0	0	12251	0	0
14	196	213.7	1173	0	0	24366	22964	0
15	420.6	133.5	15743	0	0	0	0	0
16	32.3	437.2	9441	17993	3217	0	7946	23561
17	31.6	82	0	16898	14759	0	0	4535
18	60.9	451	0	0	3623	4715	5855	8011
19	436.2	229.1	15450	22436	0	16892	22713	5410
20	412.6	38.8	4864	9308	0	0	0	0
21	237.1	227.8	0	0	0	0	0	4077
22	19	100.1	24249	0	9033	7395	0	7516
23	477.2	488.5	16275	17052	0	0	19428	4548
24	99.5	185.6	4087	0	0	10663	22702	6814
25	363.9	334.6	0	0	0	0	13988	0
26	89.6	128.4	21698	24942	0	0	0	12600
27	438.4	346.2	0	0	2742	3709	0	21570
28	74.2	23	0	0	0	1814	23473	0
29	485.4	361.1	9726	21736	24019	0	24305	0
30	496.2	274.4	0	6535	0	16912	5473	0
31	24.6	371.7	0	6776	0	0	23900	759
32	45.5	62.5	0	16291	0	0	0	0
33	410.9	159.7	0	17851	0	21223	10229	0
