# 5e80ebbc-6ecf-498c-8f0d-5921135a83ce
7	4	2	40	12
0.0	37.4	47.9	66.2	82.1	68.2	79.2
30.0	0.0	71.5	53.2	10.2	68.2	73.4
52.5	82.4	0.0	86.8	41.0	65.0	75.7
42.3	35.5	82.9	0.0	37.2	85.4	77.7
41.7	21.9	14.1	81.1	0.0	91.0	41.9
33.3	47.9	76.7	61.7	10.7	0.0	81.1
88.8	89.3	70.8	60.6	12.7	32.5	0.0
1	35406	2	5
2	16551	2	4
3	14783	2	5
4	34889	1	7
5	14376	1	7
6	26602	2	7
7	25806	2	6
8	29902	1	2
9	20637	2	7
10	29660	2	3
11	28725	2	7
12	32326	2	3
1	66	474.8	84283	55858	79311	67254	65658	73046	61729
2	164.6	8.8	87510	54077	82367	67790	68702	72207	64407
3	223.6	203.6	85270	57047	79367	69533	68659	72617	63777
4	109.1	103.4	86898	57030	79292	68829	65711	71069	63521
1	99.7	470.4
2	194.9	193.2
1	69.7	41.7	0	0	6671	0	0	23073	0
2	233.7	479.5	0	7942	4482	0	0	17665	0
3	313.7	43.3	0	7486	16773	0	0	0	0
4	122.8	136.8	19246	0	1060	0	23384	0	3874
5	146.6	143.8	7119	0	24546	17733	0	21245	21383
6	486.6	349.9	0	0	0	1432	0	0	0
7	94.3	481.1	0	0	0	0	0	14675	9333
8	293.1	376	0	23350	13548	12742	0	14959	0
9	408.4	319.7	11761	0	0	0	0	9901	7036
10	205.4	150.1	0	21001	0	0	4803	22342	3957
11	475.3	79.9	7171	6704	0	12942	19956	0	10862
12	206.1	241.6	16612	3569	16574	0	0	0	16194
13	55.5	68.3	2551	554	0	6945	0	0	0
14	167	112.4	0	0	24123	0	14013	6617	0
15	488.5	133	5922	20752	0	0	0	0	4351
16	471.4	48.6	0	21196	0	18820	0	13003	19933
17	230	75.8	23957	11161	19660	0	0	5024	0
18	402.8	206.4	17558	0	0	0	11379	0	15722
19	226.1	69.3	11434	10661	4637	23685	9312	0	22871
20	460	250.8	19875	3590	0	0	2468	0	0
21	497.4	459.5	0	0	0	14263	0	0	0
22	75.9	33.9	6478	3005	13214	0	18657	0	0
23	462.9	97.4	0	0	0	0	13648	12007	16405
24	62.5	411.5	17063	0	0	22805	0	0	14635
25	378.9	244.7	0	0	0	13474	0	0	0
26	291.2	82.1	16244	0	0	8337	0	23537	0
27	321.3	205.8	23521	0	20986	641	9370	24364	20133
28	184.1	83.4	7185	0	22110	0	18927	0	2121
29	311.4	459.9	22039	4742	2743	0	14715	9210	0
30	68.7	62	6213	0	11785	13334	1762	0	15283
31	130.4	99.2	6543	0	2169	0	0	0	6808
32	130.8	451.4	11426	16196	21231	8270	23191	22587	0
33	354.7	81.2	4755	6621	0	18164	0	0	1653
34	472.7	480.6	0	5190	14998	0	0	0	0
35	377.5	84.6	11728	0	19960	17700	20977	1250	0
36	72.6	428.4	13397	9786	1217	9062	11980	8348	0
37	5.6	326.3	15915	20535	22520	3629	0	22414	10489
38	138.7	240.4	13142	0	0	24496	13063	2413	17163
39	407.3	134.5	5183	0	0	0	16163	0	0
40	43.3	78	8450	7834	24860	16456	9692	0	0
