# 7e06478d-21d3-41e3-b92d-0112696e9ce9
6	5	3	47	17
0.0	47.0	86.3	68.6	97.1	23.7
44.4	0.0	14.9	23.7	22.5	48.9
20.2	19.9	0.0	83.4	40.4	23.8
19.2	53.5	74.1	0.0	30.9	70.8
67.3	16.9	65.3	85.7	0.0	60.1
79.9	81.7	99.5	49.2	94.7	0.0
1	32372	3	6
2	23110	3	4
3	12462	2	3
4	26271	2	5
5	30455	1	4
6	24886	3	1
7	37576	1	2
8	14360	1	2
9	19861	3	2
10	27086	1	1
11	34944	3	6
12	18550	2	3
13	15862	1	6
14	18286	2	5
15	19314	3	1
16	38274	3	2
17	16427	1	6
1	343.7	179.3	68186	46578	64529	61384	63040	96845
2	405.4	239.6	66502	45564	61433	61384	61290	97521
3	110.8	297.8	66281	48334	63951	60815	63713	98209
4	294.3	134	66096	47554	63235	62302	61959	98392
5	337.4	15.7	66525	48851	62437	61158	63393	98020
1	153.7	271.8
2	183.3	94.9
3	446.1	426.3
1	297.4	134.4	15354	0	0	0	0	17161
2	320.4	275.9	0	0	0	21754	0	13537
3	426.3	439.5	19989	0	0	3309	0	0
4	350.3	116.3	3133	0	0	3803	0	22974
5	244.2	175.8	23348	0	19175	0	0	10823
6	193.3	170.7	23348	1424	0	22080	4221	3449
7	448.8	481.3	18618	0	7966	1280	18041	0
8	176.6	208.6	0	0	13681	0	6001	24255
9	113.5	13.1	20798	0	1384	0	22149	0
10	177.4	359.7	0	11495	19111	19057	0	0
11	136.6	86.7	0	23086	14249	14311	0	13702
12	406.8	141	0	12298	0	0	0	8726
13	466.5	438	5079	5294	8121	11317	3010	6261
14	307.7	180.3	0	7533	0	0	1998	10201
15	230.6	67.8	4173	18987	9313	11503	21328	0
16	47.7	379.9	3118	0	4950	20742	0	16479
17	317.6	257.3	0	541	0	0	22039	17204
18	143	495	11894	2434	16833	3687	0	22523
19	257.1	275.9	0	13011	9522	0	0	0
20	99	103.2	0	0	0	18870	13714	21894
21	93.4	496.9	22541	0	0	4914	0	2785
22	336.7	250.9	0	17122	7342	0	18940	6003
23	100.2	49.8	14086	6715	15231	20848	0	9080
24	17.3	397.3	6296	0	13424	0	18724	0
25	485.7	256	0	0	0	0	15885	8906
26	367.6	482.8	0	0	20902	9798	12734	21176
27	262.1	317.1	0	0	0	0	0	22214
28	255.7	82.1	0	0	11381	0	24974	21116
29	259.3	281.4	0	12503	12926	0	0	19981
30	321.4	107.6	6363	0	6334	0	0	19675
31	4.9	175.1	0	0	15184	21847	0	5172
32	224.4	67	0	0	4182	0	0	0
33	120.4	75.8	3771	17978	0	641	7641	11110
34	94.6	10.7	12871	0	9879	15899	0	18214
35	241.2	192.5	0	9153	3473	0	0	0
36	406.6	266.1	0	0	6002	0	0	0
37	481.1	482.6	18690	0	5992	23835	15597	15492
38	395.3	245.8	0	0	0	12784	13571	0
39	82.2	195.7	0	0	0	0	1825	0
40	106.7	270.1	16814	14711	3060	0	0	0
41	485.3	46.2	0	764	0	5636	15421	14928
42	3.8	405.7	0	0	11073	13136	12914	0
43	432	386.8	20909	0	17493	4173	3403	17563
44	440.7	143.6	1367	14252	0	0	0	0
45	14.4	51.8	11889	10674	3726	0	0	18400
46	301.6	167.3	24639	21237	0	1155	20387	19244
47	219.5	1.6	9591	0	7250	9775	1122	11756
