# 6afa7c07-635a-48b1-97e6-59f3c25cb2b6
12	10	4	161	47
0.0	60.8	156.8	41.2	50.2	89.5	52.7	67.9	116.7	168.7	141.1	97.3
94.9	0.0	24.0	70.1	41.4	147.0	172.1	73.9	38.3	163.1	88.3	94.1
153.7	113.1	0.0	62.0	96.5	22.4	72.7	97.9	48.9	29.4	183.2	171.9
133.6	127.1	24.0	0.0	127.5	141.3	137.3	28.1	115.4	182.5	168.9	110.0
44.0	20.4	183.9	172.1	0.0	153.4	64.5	68.0	121.4	128.2	57.9	16.5
185.1	99.0	54.5	81.3	130.8	0.0	39.8	138.1	76.7	128.6	76.9	124.0
120.1	139.7	189.4	56.9	147.3	37.3	0.0	53.5	75.2	18.4	11.2	118.4
50.4	155.5	128.0	55.5	140.0	105.8	186.8	0.0	175.8	161.3	32.4	193.6
117.1	50.5	189.3	32.2	93.6	37.8	64.2	106.1	0.0	190.3	68.7	65.2
168.9	167.4	45.4	73.1	75.7	12.6	54.1	115.9	47.9	0.0	118.9	140.6
146.0	150.5	19.4	121.2	181.7	174.7	91.0	82.5	33.7	48.1	0.0	176.4
97.0	165.2	163.7	82.4	104.0	86.4	153.4	20.2	59.9	121.9	114.8	0.0
1	47052	3	5
2	56127	3	5
3	41611	1	2
4	14622	3	8
5	70408	3	6
6	42629	4	4
7	49904	3	8
8	28903	1	10
9	44366	1	1
10	47243	3	5
11	33899	3	11
12	31813	4	3
13	22170	3	6
14	47876	1	5
15	35678	1	1
16	50514	3	1
17	67111	4	7
18	18702	4	10
19	12450	2	8
20	21807	2	5
21	47655	2	2
22	46177	2	3
23	47334	2	1
24	29503	1	3
25	13829	3	9
26	23148	2	5
27	44447	4	2
28	37580	4	8
29	50895	2	12
30	30099	3	10
31	28278	4	1
32	39901	2	8
33	35892	4	2
34	47354	4	3
35	28540	1	9
36	26411	2	2
37	21540	1	7
38	58245	2	12
39	15356	4	9
40	57579	1	8
41	63287	4	12
42	71015	2	4
43	43061	3	5
44	19219	2	5
45	27059	1	7
46	43183	4	12
47	74525	1	1
1	970.6	614.3	286796	335085	327062	372791	318806	265146	367736	237851	306224	291254	335137	332002
2	182.5	541.2	285802	332842	325762	371246	317429	263312	369749	240564	306589	291214	332303	333837
3	26.3	238.3	285792	333806	328742	370570	319858	264866	369809	238128	306607	291955	333888	332364
4	107.4	141.4	283540	334042	327950	371220	316585	263312	370237	238386	305539	294278	333534	332897
5	476.7	1133.3	284197	333326	328940	369189	317686	265995	368888	239267	303847	293676	332585	334422
6	813.5	639	286413	333584	327136	371786	319421	262672	366897	239315	303272	292720	333103	334938
7	1415.7	428.7	285326	334141	326093	372181	317805	265617	367385	239908	303062	292335	333012	335055
8	719.3	555.9	283957	334514	327913	372565	317859	263741	368513	240572	306671	292818	333236	333590
9	994.9	686	284965	335346	327713	369072	319558	263568	368616	237599	302908	293544	334073	331825
10	1263.6	34	285406	334552	329452	370612	317777	266636	367861	240640	306199	292608	333543	333137
1	970.2	992.2
2	1005.3	1112.1
3	236.7	417.5
4	306.7	151.3
1	733.2	800.2	0	0	0	0	0	13627	0	0	20155	0	30516	48204
2	1300.2	264.9	30442	0	0	9139	67347	33920	0	47908	38361	0	0	0
3	1460.1	1254.2	0	35806	51064	0	0	0	15179	0	28026	66044	27235	63296
4	818.9	53.4	0	36942	0	52329	0	0	64747	20192	17428	11837	47210	0
5	649	696.5	0	0	0	74862	0	11534	0	0	0	0	72953	0
6	861.3	69.6	0	67659	53118	74258	70993	0	57681	0	55538	66922	43441	71680
7	1415.5	403.3	0	64148	0	42329	0	0	0	0	0	26507	0	72911
8	213.8	732.9	0	36271	28782	0	25854	4698	1956	0	51734	72064	0	57416
9	464.3	399.8	0	0	0	0	73034	74272	0	0	0	0	11272	0
10	129.1	1098.5	0	0	0	46397	0	29341	73793	0	0	0	74316	0
11	182.4	433.6	0	6217	0	37322	33735	64275	7326	16856	22160	69680	42183	15133
12	855.5	904.5	0	0	0	0	22889	0	56099	0	0	15371	70145	0
13	422.1	1121.2	0	71216	0	41636	25250	15818	62449	30430	0	61288	1629	0
