# 71555c08-c047-4803-84dc-3d0e3dc6adfd
12	6	8	120	48
0.0	11.2	71.1	57.8	168.5	10.9	25.7	97.6	115.7	189.1	69.3	30.5
97.1	0.0	103.1	12.8	29.8	57.4	125.2	73.1	163.0	130.6	48.1	159.4
43.0	71.2	0.0	24.6	73.8	135.2	126.4	146.0	136.6	134.7	169.6	76.7
85.0	58.6	148.4	0.0	57.6	98.6	70.2	145.5	156.8	120.6	47.9	80.2
86.5	25.3	78.8	92.7	0.0	179.2	124.7	24.6	162.9	199.7	189.4	164.6
11.3	19.8	67.3	59.9	75.1	0.0	199.0	102.1	138.3	77.4	102.1	23.1
55.6	90.6	35.9	108.6	105.9	192.7	0.0	179.0	144.6	53.2	197.6	142.4
198.6	151.1	39.0	42.0	117.5	114.7	158.9	0.0	12.6	82.2	122.3	23.7
35.1	180.0	161.0	13.2	109.1	100.8	191.0	141.9	0.0	188.4	182.1	130.7
44.0	87.9	192.8	123.3	46.0	104.0	112.5	141.4	95.0	0.0	46.2	119.7
26.0	69.2	141.9	28.3	138.8	61.5	36.3	163.8	194.4	151.2	0.0	134.0
79.7	18.5	42.6	161.7	147.8	96.7	48.5	127.8	179.6	20.5	117.7	0.0
1	69689	4	10
2	22475	2	9
3	65885	6	5
4	34296	2	5
5	10738	4	5
6	11692	1	7
7	15617	6	7
8	29989	4	6
9	73204	8	3
10	54371	5	8
11	75342	5	4
12	44894	8	10
13	76164	7	5
14	37336	5	7
15	30657	8	10
16	33629	7	7
17	39371	6	4
18	71057	6	3
19	72033	3	9
20	34060	4	5
21	19369	4	5
22	19048	7	5
23	73525	5	1
24	77788	5	4
25	12991	7	11
26	10967	4	8
27	15429	6	2
28	11716	1	3
29	49617	6	3
30	41440	5	5
31	36824	2	7
32	62989	4	3
33	65933	1	4
34	59065	6	12
35	38221	7	12
36	75091	7	11
37	70170	2	6
38	65619	3	1
39	48414	2	3
40	44373	8	6
41	28548	4	1
42	11119	5	2
43	64223	6	7
44	18151	2	3
45	42519	7	8
46	55699	8	6
47	39166	6	8
48	66448	2	7
1	601.5	1396.2	326448	318819	348816	364737	336739	321859	385028	298968	338695	398018	358860	392087
2	109.4	620.6	329784	318204	349254	366057	337843	320211	385062	298853	336576	397162	361626	395136
3	450.3	1086.3	328045	319866	349203	364515	336838	319151	384601	300075	338326	394499	359208	391852
4	452.3	1105.3	330219	320939	349418	365464	336817	321174	387210	299270	338208	394985	359777	392171
5	856.8	219.7	327362	319611	348475	367055	335005	318840	387535	300213	338756	396826	359914	393290
6	933.3	1497.1	327910	317646	351725	367247	336341	320718	386495	299673	337036	396165	360601	392993
1	905.9	1201.5
2	623.9	766
3	1246.2	283.9
4	984.3	131.6
5	314.1	240.9
6	1092.6	914.6
7	255.4	643.3
8	1287.5	134.5
1	1161.5	787.1	0	0	0	0	33298	31475	0	0	0	15403	59861	0
2	1457.5	1351.5	0	0	5484	62756	6239	0	0	28911	65565	50650	0	14449
3	1456.5	1419	72307	0	0	0	63541	0	0	0	6861	0	0	0
4	1446.2	809.3	35860	0	0	0	0	0	0	0	0	0	0	0
5	1004.5	1169.4	69811	0	0	46808	0	0	11320	0	0	32845	0	0
6	844.6	981.4	0	30836	7449	0	0	29452	40531	31872	22052	26008	0	55673
7	1196	605	0	40821	0	0	6583	72250	61785	18879	0	58969	0	68452
8	981.1	121.5	0	0	0	0	24873	43246	67239	0	0	50853	22336	41307
9	961.5	522.3	0	0	0	0	24707	0	0	0	0	0	58900	0
10	863.4	298.1	0	23466	0	44370	51114	10619	4880	73310	19216	0	3127	13756
11	1211.9	1316.8	23482	0	13279	62246	0	0	0	0	0	0	0	5281
12	871.3	146.7	25111	20031	0	0	59846	0	0	0	0	0	32536	58861
13	743.1	294.6	0	0	47762	0	59271	16249	12425	5611	57433	21142	51287	0
14	957.4	1377.3	17734	0	4945	12040	0	7035	0	0	50306	0	0	20570
15	1040	1414.2	0	0	0	0	15548	46850	44595	0	0	0	0	0
16	759.2	214.1	0	44274	18866	26096	0	0	0	0	13266	0	0	0
17	1095.8	587.7	8082	0	11919	33411	0	28398	0	0	7750	0	0	17541
18	157.3	1024.7	61091	0	0	19255	0	0	0	1297	0	0	10177	0
19	1350.2	295.4	4652	0	61933	0	7212	0	0	0	65217	19577	0	0
20	9	711.3	58024	0	27823	56453	0	4900	41580	73547	47958	56045	29517	25129
21	538.2	1365.3	18090	0	0	40624	0	0	35873	54593	0	31621	0	0
