# 61e11eb6-1af9-494a-8ea9-16eb7ce9875a
11	8	8	170	35
0.0	117.9	157.7	184.2	170.2	175.6	162.2	164.2	88.3	130.8	163.5
114.6	0.0	77.4	76.2	88.6	92.3	150.5	194.0	41.0	40.8	46.9
11.8	114.1	0.0	142.6	148.0	87.1	157.4	34.5	50.6	105.1	61.9
159.5	44.8	20.5	0.0	96.9	189.3	85.8	33.6	141.7	38.5	165.9
128.4	17.1	173.1	25.7	0.0	35.4	99.8	198.7	46.1	104.7	93.3
97.4	41.1	60.9	49.6	79.7	0.0	60.5	193.0	124.1	143.7	133.7
120.6	110.7	193.6	80.0	87.2	20.5	0.0	166.4	169.7	196.8	154.0
180.5	132.5	168.8	30.4	93.6	72.5	110.3	0.0	61.0	140.5	112.8
35.2	199.3	60.8	102.5	32.6	120.4	43.0	108.2	0.0	91.7	44.6
24.2	119.7	158.0	76.7	146.1	110.7	135.8	85.9	18.8	0.0	46.6
182.7	198.6	150.7	172.1	144.9	131.5	179.7	60.2	192.9	138.8	0.0
1	53775	4	5
2	46022	2	4
3	49278	3	6
4	65481	5	1
5	59516	5	7
6	31106	3	6
7	49025	3	3
8	69001	3	9
9	33123	8	10
10	24501	6	10
11	34612	7	9
12	34601	6	11
13	12887	3	5
14	51281	4	6
15	28095	1	6
16	42723	8	8
17	64950	7	3
18	46281	8	3
19	28074	1	3
20	61582	3	6
21	74493	3	4
22	73892	7	6
23	19968	3	7
24	36580	5	3
25	22526	2	3
26	20770	2	7
27	41470	3	8
28	29837	1	5
29	53213	4	7
30	51755	5	5
31	21662	4	4
32	58385	3	10
33	63300	5	9
34	73254	8	6
35	69154	6	7
1	859.8	1370.3	434869	346954	395112	436448	426172	402589	345313	380908	437654	399873	478391
2	1324.1	1357.2	435290	346522	394913	435785	426297	401110	344144	380256	440932	400648	476721
3	867.2	1226.8	436083	344389	394747	435443	424319	402379	346068	382709	439011	402257	477193
4	546	1078.8	434750	343713	395970	434184	425478	402618	342975	379809	440436	402838	476290
5	1012.1	1194.7	438170	345413	392844	435585	423974	403199	345380	379611	439084	399441	478796
6	733.4	843.9	436519	346999	395055	436796	424339	402421	346538	382440	437784	399533	476825
7	1002.8	1436.5	438232	346243	392537	434476	426519	402456	346022	381186	439171	398863	476895
8	27.8	1417.4	438575	344560	392485	436448	425836	401627	344492	381399	437301	399042	477160
1	1423.3	1142.1
2	500	1180.4
3	433	180.4
4	453.8	549.1
5	326.5	1013.8
6	737.6	170
7	1193.2	812.5
8	812.7	1285
1	216.1	906.9	55284	0	0	73111	0	0	51728	0	38469	0	15689
2	1302.5	239	48635	0	0	73700	65787	0	0	47268	8094	46302	41090
3	35.8	477.1	66130	0	0	0	45777	0	41713	72856	23056	0	0
4	238.2	783.3	13313	0	550	12438	0	0	0	49899	31572	59170	0
5	618.2	1124.3	26227	0	0	62375	0	71298	38866	0	73445	0	0
6	367.5	562.8	0	0	74224	60278	37276	0	0	73160	0	0	24395
7	1254.2	309.5	0	27515	0	59015	28636	33101	34747	53813	74142	0	38276
8	905.8	310.7	70046	31205	49855	0	25751	59394	0	33779	26260	0	9649
9	691.1	334	38152	33195	0	0	0	0	0	0	29871	8539	0
10	1315.4	842.1	25535	0	0	11702	0	0	18261	0	65203	48100	33433
11	966.9	24.5	73796	21485	14638	0	0	69694	0	0	0	49424	0
12	876	788.1	59138	0	7511	70796	0	31658	0	0	0	66365	74572
13	1325.1	1230.7	0	0	7182	49589	58871	57626	0	49022	73429	0	13483
14	102.3	1498.4	61411	6766	0	72320	36691	5879	2361	0	0	2084	16451
15	1499	1343.5	0	0	34819	42908	0	0	6043	0	0	0	49145
16	1148.1	739.5	0	0	0	46728	0	30338	21564	38058	0	0	0
17	1134	265	0	0	38201	8098	68556	17971	1783	0	0	63102	57154
18	1380	930.5	0	0	0	52449	0	7210	0	55397	56718	0	0
19	256.1	401.9	0	0	0	17065	13645	0	15021	0	0	0	11808
20	997.3	1284.9	18290	0	0	22531	0	0	0	0	0	0	0
21	1372.5	1273.3	0	68924	66458	0	0	0	0	0	0	0	46429
22	1120.9	337.7	0	60582	0	0	23730	26809	56146	11256	68817	70955	24072
23	783.7	901	18022	26000	29616	0	40695	17867	36650	0	0	43411	59534
24	1285	40.4	0	0	0	59619	23730	0	0	0	0	22808	0
25	727.7	1243	5810	0	0	61314	25156	58678	34841	22384	0	2505	66465
26	514.3	749.8	0	0	0	24090	26781	0	7236	0	0	50295	41647
27	1029.1	426.9	0	62939	38231	25560	74699	3047	0	0	15990	29874	22666
28	382	185.3	39819	2879	10002	73653	14397	0	22475	73963	13980	73713	63494
29	1282.3	430.9	0	0	0	52022	18363	0	44345	0	0	0	47360
30	108	1082	0	67254	0	0	68097	67018	72231	0	0	51960	25437
31	568.2	1339.1	0	0	0	0	62812	74551	13384	0	47165	20565	33232
32	681.1	150.1	0	2853	0	0	53698	68315	0	0	29567	53572	71659
33	8.7	1237.4	0	0	0	880	571	0	0	45839	58953	72049	0
34	960.7	648.4	60716	0	74222	35273	28848	0	0	0	52577	0	0
35	838.9	1069.4	0	0	73746	2875	62938	0	20588	0	55329	0	4766
36	800.3	365.9	0	50810	0	9742	0	19695	19852	17220	51801	0	0
37	97.6	311.9	0	57564	26648	55693	32598	70035	34957	68555	0	3734	61717
38	970.5	351.2	0	0	61733	0	0	20612	33379	46904	0	0	6529
39	1017.8	650.1	25240	0	31297	61193	0	0	0	0	0	0	0
40	1101.1	417.8	0	0	44440	0	0	56685	26083	0	50573	0	0
41	707.3	809.4	0	26231	69069	0	0	42322	0	0	0	0	0
42	1273.7	866.1	55789	20637	0	25597	0	0	8569	14662	18308	9882	0
43	997.9	1207.7	73753	0	19763	22282	14248	0	0	18964	0	0	0
44	967	869.9	0	0	0	33719	0	0	16122	54750	61120	30448	50183
45	1012.2	990.2	61489	7889	65608	67444	0	0	5558	0	21100	55476	11878
46	772	1097.1	28478	0	0	0	45216	28203	0	5592	0	37427	37314
47	464.3	620	0	0	0	36280	0	0	0	25500	0	0	41348
48	72.8	474.3	17634	0	21953	0	12838	33496	0	8914	0	1564	35134
49	501.2	509.4	66708	0	0	44865	14800	62374	0	73393	40453	72709	12081
50	1387.6	1259.6	69766	0	60665	0	20562	0	0	0	47872	0	0
51	835.8	470.3	0	0	0	36565	0	0	56074	0	34901	0	0
52	239	138	0	0	67178	0	0	0	31748	25277	23228	35756	0
53	1423.1	504.2	0	0	62065	0	0	25355	0	0	55217	37652	64546
54	450.4	1386.9	45725	0	24146	0	71457	0	18175	0	0	0	19326
55	37.4	382.7	0	0	0	0	0	0	10414	0	38907	0	17143
56	776.5	771.7	64218	53909	0	0	49268	19398	0	13010	0	48723	43766
57	320.5	712.7	36489	0	5086	0	43755	0	27656	15595	0	0	61462
58	268.6	102.6	71335	0	49996	0	0	14718	58579	0	0	0	0
59	825.3	258.9	0	0	0	0	0	0	29778	0	58544	12557	37000
60	447.3	247.6	0	26669	24708	0	0	6267	14082	0	31325	11887	45609
61	1365.1	1018.4	0	4287	0	52082	0	0	29057	36640	66356	5351	16899
62	621.5	1275.4	0	0	0	4820	0	45383	0	7604	0	0	0
63	1078	53.7	72430	0	26491	0	0	27704	8160	9437	45380	0	0
64	277.9	286.8	58685	0	0	0	0	7657	0	63197	0	0	42596
65	1127.7	669	0	0	28021	12877	0	73337	0	57594	0	0	0
66	1020.5	889.6	0	50297	44393	0	65621	58502	0	0	69532	37964	0
67	1202.2	1384.1	0	0	27064	0	65022	0	46785	0	2710	31023	0
68	313.1	220.5	537	0	0	66937	34933	32969	0	0	0	0	0
69	1165.1	8.3	49238	0	0	0	26253	0	22314	0	41831	0	0
70	1346.3	140.8	3627	48431	0	0	0	39984	7266	62247	16948	0	33518
71	1226.2	538.1	0	57910	0	22788	34103	11776	0	7532	0	0	27357
72	285.7	524.8	49625	66939	0	55801	42536	0	0	0	72750	0	0
73	1423	1077.9	35666	0	0	0	0	62443	65015	0	12350	13135	0
74	1435.3	571.1	51240	19238	0	0	0	0	71704	31532	0	11558	0
75	934.8	113.7	0	0	0	0	0	9824	44902	59592	0	24321	65617
76	1032.6	1498.8	68779	24518	67374	40566	4258	0	25349	0	0	52422	0
77	306.1	986.6	0	0	0	24075	0	38917	0	0	10574	50885	0
78	1029.7	618.5	865	0	18432	20914	0	73124	0	0	15663	0	0
79	652.3	63.7	0	34165	0	61599	49370	0	0	0	0	0	53702
80	431.1	435.7	0	0	0	2561	24080	0	0	33327	0	55610	0
81	964.6	111.8	0	0	0	0	5635	19340	0	72050	0	0	16946
