# 37c3a54e-0ac7-4035-8e8a-95952138e905
11	8	8	146	49
0.0	158.8	188.7	90.0	183.7	68.7	42.8	37.4	150.3	15.6	172.6
115.0	0.0	188.0	33.7	36.0	193.4	172.9	189.7	40.9	65.2	118.4
101.5	93.8	0.0	27.6	112.9	136.3	188.5	98.7	167.1	111.3	181.0
127.6	61.3	109.4	0.0	162.9	32.7	83.1	107.3	152.5	170.3	60.3
129.5	187.4	73.4	17.8	0.0	166.6	122.9	136.2	113.9	143.9	199.7
170.2	83.9	91.4	178.5	90.5	0.0	152.5	26.7	111.3	82.0	103.4
92.8	43.1	123.6	147.8	33.9	194.0	0.0	53.2	16.2	169.9	190.5
166.6	146.0	161.9	140.3	168.0	22.1	190.6	0.0	77.9	79.6	54.7
16.8	92.3	88.2	155.2	56.4	185.1	172.8	101.5	0.0	76.5	171.8
98.0	143.8	150.8	42.5	63.1	92.4	198.8	113.4	28.8	0.0	168.6
189.4	137.6	104.3	105.3	139.1	21.2	23.3	152.0	117.5	91.8	0.0
1	21367	4	4
2	14980	6	5
3	35614	1	4
4	60571	8	11
5	58772	7	9
6	64010	6	6
7	52417	4	4
8	48882	4	5
9	45439	1	4
10	48072	1	7
11	48755	8	1
12	18883	2	11
13	61369	8	8
14	46952	8	4
15	24668	5	2
16	13090	8	8
17	15249	5	1
18	13556	3	11
19	46401	7	8
20	36015	5	3
21	28676	8	4
22	63146	1	5
23	62466	2	2
24	28887	7	9
25	36569	8	2
26	67679	7	6
27	51874	7	6
28	61213	3	8
29	74699	8	8
30	52612	7	1
31	36919	4	8
32	29459	6	1
33	17228	2	11
34	78021	5	1
35	18233	2	2
36	29406	1	5
37	52502	5	7
38	37994	8	7
39	18989	5	2
40	68651	6	1
41	53904	3	8
42	25442	7	6
43	35897	4	8
44	12420	3	5
45	73325	2	1
46	24617	2	5
47	10687	2	5
48	56370	8	2
49	16591	7	9
1	1239.5	178.5	339430	346102	375178	387995	337243	348405	333866	337600	339147	323727	320938
2	558.4	535.5	339708	347844	374565	388381	335298	350938	332621	335636	339332	324722	319001
3	541.9	702.8	337269	347368	375784	386373	337236	351375	331677	338200	338965	325054	319006
4	1035.1	1278.1	339864	347422	375963	384891	337918	350196	334575	338569	337259	321691	321964
5	914.3	976.7	339645	345901	376902	387847	336798	347923	331690	338257	338659	321605	321061
6	645.1	775.5	338722	348429	377330	387423	337540	349075	334321	336890	338583	321375	319720
7	292.2	923.8	338631	348711	376060	387741	335400	349532	331490	337980	338404	322377	320867
8	1159.9	257.5	337853	348228	374431	387570	336116	350267	335217	336833	337866	324388	321426
1	1246.2	437.6
2	833.7	1156.1
3	350.3	809.2
4	1245.9	549.7
5	1349.9	16.7
6	1457.9	1457.7
7	305.9	149.3
8	916.1	1450.1
1	766.9	691.9	0	0	0	47261	0	0	0	0	62596	51607	0
2	992.5	520.4	0	0	67758	23889	57816	71899	0	16740	0	0	0
3	1322.6	758.5	0	54811	0	0	0	0	50917	72001	0	66769	0
4	184.3	152.1	70608	44426	67963	61442	12806	0	48679	74924	45758	0	23012
5	82.7	492.4	0	55206	0	0	0	0	0	65143	7399	0	18616
6	816.6	1484.4	0	74248	19819	0	66128	0	74224	58968	45302	0	0
7	219.2	942.4	0	0	28592	3221	64361	72882	56283	0	74423	18519	18933
8	894.6	1225.3	0	0	53541	12916	14671	0	0	0	0	33436	0
9	1071.9	274.4	0	0	35270	0	0	0	74861	0	19241	0	0
10	881.8	860.9	65239	3540	0	0	47204	0	38001	14620	0	26945	0
11	583.5	1336.4	39729	0	0	0	0	47913	22460	72268	5398	16549	0
12	79.6	1361.4	23841	0	59771	32972	70963	63172	36074	0	0	55590	30577
13	1441.7	1022.6	0	72611	29561	32599	0	0	0	30270	0	0	46403
14	706.4	942.8	32906	0	19052	0	0	0	45473	0	1896	60314	9687
15	1250.1	1130.2	24538	43487	39120	55541	640	22687	0	0	0	37717	39522
16	221.2	24.5	0	23656	26435	0	21071	18103	0	0	0	11965	0
17	355.3	1388.3	0	0	0	71477	13264	0	47420	22071	0	0	62614
18	914.6	485.1	0	0	68416	21393	0	66656	50524	0	0	42397	0
19	438.3	1376.6	54396	0	43033	0	51608	0	47441	0	30655	0	0
20	124.1	762	10959	0	0	718	0	0	0	52628	74808	5341	0
