# 1b8bfd4e-ee56-4e23-8771-bd54a084af7f
10	6	4	129	49
0.0	180.9	175.2	75.7	69.2	29.1	80.5	171.2	48.4	193.6
54.8	0.0	49.1	183.9	54.8	114.4	100.6	195.9	144.5	88.6
168.8	21.2	0.0	157.2	184.8	96.1	147.3	106.6	155.0	71.6
128.8	167.5	68.8	0.0	154.5	50.7	150.7	94.7	23.2	163.2
185.1	152.9	65.2	33.7	0.0	106.6	160.5	17.4	188.2	49.8
58.4	27.2	69.6	20.8	112.2	0.0	87.5	139.1	84.3	152.4
191.0	18.4	69.2	102.3	158.7	80.6	0.0	104.6	164.6	28.2
69.5	51.8	182.5	117.0	191.5	127.4	115.8	0.0	25.5	46.4
134.8	179.5	68.4	48.3	178.1	190.5	11.3	140.8	0.0	19.3
78.0	64.4	136.2	110.7	94.0	134.4	162.6	69.9	28.6	0.0
1	51721	2	2
2	74950	3	4
3	17185	2	5
4	73276	2	9
5	66369	3	3
6	48811	4	3
7	66686	4	10
8	15429	4	9
9	43512	3	1
10	69717	2	5
11	20261	4	5
12	17528	4	2
13	53105	1	1
14	15597	3	4
15	22642	2	10
16	62379	3	1
17	12963	2	8
18	74289	4	7
19	54001	2	5
20	40563	4	10
21	63454	3	8
22	52697	4	8
23	33841	1	1
24	46365	2	10
25	65615	2	2
26	19256	1	10
27	36464	4	9
28	78549	2	3
29	31278	1	2
30	33523	1	2
31	78052	4	7
32	63635	3	4
33	28933	2	4
34	30776	2	3
35	28490	1	9
36	44820	2	3
37	71055	4	10
38	22418	4	1
39	69340	1	9
40	20222	2	10
41	31654	1	6
42	76176	3	4
43	13758	4	4
44	71231	1	7
45	74373	3	8
46	68453	1	8
47	54327	1	2
48	27815	2	5
49	31726	3	6
1	277.5	224	459675	455671	398051	390975	382546	411753	351933	372133	436471	460735
2	1366.1	213.7	460567	452631	397093	390645	384541	411021	350627	372515	436586	457949
3	855.3	974.7	461497	452353	397180	391560	382198	410435	350329	371467	433134	458873
4	1134.4	1231.3	458834	452341	397581	390752	381876	413620	353356	371177	435920	460345
5	1448.3	1104.1	460201	453616	398061	392753	382870	413976	351545	370057	435803	458031
6	82.4	255.8	458157	455874	395324	390435	382559	410977	353948	370872	434278	459634
1	760.7	52.1
2	486.2	1306.6
3	247.8	1385.5
4	376.3	56.2
1	250.4	1357.4	0	0	0	0	4336	46115	0	0	0	59920
2	1128.6	521.2	0	0	10597	0	70438	19135	0	0	71634	65255
3	418.3	1178.4	1415	74417	21875	0	0	0	10936	0	0	0
4	1386	1470.1	41188	41448	0	0	68534	0	50254	0	62401	0
5	1126.4	1369.6	46895	54458	44021	0	38610	44639	60516	19004	23894	0
6	731.4	190.1	25766	0	0	72788	41998	43289	29176	0	55196	59955
7	1120.5	261.3	0	5726	0	0	17784	46741	0	70832	0	0
8	347.6	1475	2130	50550	0	0	28704	21505	14206	0	3245	0
9	290.7	79.4	56345	0	0	0	0	45716	3018	33023	0	0
10	194.1	438.7	58099	3834	74097	62232	65667	0	5756	0	58842	0
11	271.6	545.6	51845	0	721	0	15198	44578	0	0	0	64813
12	1417.3	369.6	0	21375	0	0	0	74879	0	36969	0	0
13	200.5	1307.9	56065	32473	0	45886	0	14264	41483	6885	70726	0
14	312.4	1238.8	0	0	0	41612	62793	0	0	0	0	58013
15	1237.9	1428.9	0	32223	0	67583	0	22218	16092	36133	0	0
16	1006.9	738	2114	67901	56563	60466	0	0	35440	0	3161	0
