# 41680e34-cd21-46f9-9c06-3aa05a1680a2
10	8	6	157	41
0.0	179.6	96.0	129.2	47.9	133.3	12.2	18.8	142.9	124.2
185.4	0.0	45.6	20.1	199.5	65.0	188.4	83.8	34.7	67.0
17.6	77.9	0.0	199.0	199.6	44.2	44.7	69.6	144.8	107.2
72.5	89.6	81.1	0.0	144.9	130.4	50.4	158.0	149.7	85.7
163.8	186.3	49.0	142.3	0.0	66.7	104.0	146.8	75.8	169.8
20.9	26.9	115.5	119.8	105.6	0.0	65.9	71.3	73.2	30.2
47.0	18.8	145.3	159.6	139.8	115.3	0.0	63.3	129.6	188.8
142.4	159.5	127.7	11.3	66.3	47.3	109.7	0.0	106.6	69.6
58.0	77.6	152.2	97.4	114.0	146.3	105.2	85.8	0.0	180.7
98.0	107.0	41.9	141.7	131.4	78.0	57.0	149.2	88.1	0.0
1	77929	5	9
2	37978	5	3
3	45996	5	2
4	59431	4	1
5	33516	3	6
6	28403	5	2
7	29599	5	8
8	22975	5	3
9	70937	1	7
10	32878	3	1
11	35966	4	9
12	55214	5	3
13	34858	1	9
14	74929	1	9
15	54976	1	4
16	53812	3	10
17	77218	1	10
18	26894	1	7
19	38917	2	10
20	11101	1	1
21	17028	2	4
22	23364	3	1
23	10311	6	1
24	65334	4	6
25	59817	3	8
26	73750	2	8
27	68781	5	2
28	77828	2	5
29	23661	5	7
30	51576	1	1
31	17339	3	7
32	76862	2	2
33	31999	5	3
34	49592	3	9
35	77988	3	2
36	61425	1	5
37	72069	6	3
38	24354	5	5
39	34159	5	2
40	62454	4	2
41	78435	2	2
1	1192.6	638.7	390540	413540	303837	389801	475796	400851	352504	357989	424383	377056
2	753.7	108.9	392233	412905	300314	389326	474582	402454	349955	357113	424989	377280
3	464.5	1276.2	389165	411455	302913	388951	473459	404269	351594	359684	424903	375541
4	20.9	489.9	391339	412393	301946	391482	474788	402753	350134	357769	425315	376628
5	551.7	683.9	389344	412632	301197	391097	474467	404736	351626	356797	422418	376708
6	327.7	273.5	392677	410502	302948	389403	474466	402599	349200	358043	422520	376616
7	1395.7	843.5	389823	411278	300977	388447	474440	402053	352621	356960	422602	376342
8	1464.5	260.6	389710	410587	301016	388922	475413	400885	351777	356351	424526	378307
1	487.3	52.2
2	367.6	650.6
3	1468.7	1108.2
4	817.1	222.8
5	1077	1315.9
6	1132.8	1036.2
1	1424.3	1000	69727	22836	21774	0	0	68803	0	0	0	0
2	809.4	1383.3	48601	0	0	13495	40472	0	0	0	74364	0
3	697.4	959.3	0	35467	0	0	17359	0	24833	0	3377	70519
4	887.1	103	41934	0	0	0	67014	18371	15880	0	0	0
5	1179.7	1049.3	0	0	7119	0	73128	10085	25216	6007	7820	23312
6	235.5	90.8	0	0	18931	0	68466	56138	0	0	0	61190
7	847.2	144.4	0	0	0	0	74323	0	49472	36245	60211	0
8	549	275.4	54923	0	0	0	0	66881	0	0	44825	35063
9	1380	1181	0	0	68305	0	0	0	28846	1270	0	0
10	1180.5	143.6	47339	35948	0	0	67961	0	0	48239	37430	9857
11	237.5	999.3	53770	0	22876	24279	0	0	0	4127	70469	67487
12	92.2	286.6	0	0	0	0	0	30464	0	30765	21012	13466
13	1494.8	889.1	0	60097	37750	0	0	2049	14798	0	39039	0
14	1018.4	164.9	55999	0	0	0	0	0	0	0	0	0
15	1174.3	1155.6	0	45896	36134	48957	47701	0	19990	5248	18576	10502
16	571.7	886.1	15292	30105	35579	0	0	19209	0	63193	0	0
17	572	840.4	1347	47374	0	0	0	0	41067	0	71205	41751
18	1268.8	1298.8	0	0	4230	65950	0	0	46323	6088	39411	0
19	779.9	85.9	0	0	53777	63960	0	0	70212	0	0	30435
20	1442.9	134.8	36034	0	0	0	24777	47842	568	26432	0	46399
21	436.1	189.6	51215	57463	0	72538	0	0	51882	0	0	0
22	334	209.8	30500	0	0	43974	0	0	0	66645	11936	0
23	885	12	0	33747	57930	0	0	11153	0	60747	74439	0
24	396.6	1233.8	0	0	35249	33760	54635	34209	0	45022	9310	0
25	1311.4	1034.1	58637	74936	59660	49155	60445	0	5942	0	0	0
26	347.8	1086.2	0	9323	0	32986	63867	53162	1843	0	0	0
27	468.8	595.8	32257	40699	5196	12360	0	21155	0	0	0	16573
28	1280.8	341.6	0	0	72307	0	0	23728	71824	0	74256	0
29	1241.7	328.6	72128	8348	17165	0	0	0	74412	9574	0	14699
30	722.3	1288.9	41370	46126	0	0	19783	0	0	0	0	0
31	317.6	1335	34463	0	36963	0	0	3591	32772	0	0	0
32	11.8	885.2	0	0	0	16964	14681	0	57382	0	45797	0
33	939.3	169.4	0	48808	22102	62314	63828	47370	0	15477	0	0
34	325.1	174.7	5519	0	0	1749	0	14955	0	0	55864	31363
35	147.5	1137.6	0	42302	44346	0	0	0	29485	0	53910	0
36	1042.4	1310.4	20621	0	0	57519	0	0	6606	36390	61867	0
37	1138.8	1349	0	69015	0	46810	0	71581	58670	0	0	8646
38	1402.7	1035.6	13997	0	0	44520	48890	57493	0	46596	70751	2159
39	1193.9	1182.7	0	0	5823	0	23045	0	43324	2454	28853	0
40	1359.9	1304.4	0	0	0	0	16490	0	58305	0	2873	27659
41	708.4	892.8	23573	52260	15782	4433	51723	22945	16328	51252	0	0
42	801.9	645.3	39685	44397	0	73603	0	0	0	14687	0	0
43	899.3	1240.1	0	64491	0	0	74453	0	0	54537	14193	0
44	318.5	234.9	0	46542	0	60247	58804	50763	0	0	20199	58480
45	87.3	204.8	23767	29984	48254	31944	0	61818	0	0	67859	0
46	1337	1423	0	39144	27556	61723	44951	0	0	35905	0	10551
47	1021	489.4	65941	0	0	4313	44450	0	17757	0	50063	61872
48	287.3	1104	38251	0	32564	0	8553	39177	1177	69175	0	0
49	813	936.1	28007	59130	23146	0	0	32496	0	0	30839	0
50	1192.9	799.9	42741	17223	35954	0	0	14578	0	71084	16885	74382
51	157.1	1162	0	16778	0	0	5708	35227	0	0	0	65874
