# 3a8e49f1-71fa-425d-969e-95a957d3a1c1
12	7	4	155	35
0.0	187.3	93.7	196.3	147.4	73.7	101.6	163.3	61.5	130.4	100.0	192.5
45.1	0.0	145.9	32.9	99.5	29.2	92.6	70.1	30.4	126.1	58.5	74.5
50.4	180.0	0.0	148.0	184.4	53.3	147.7	95.1	140.3	175.9	165.7	143.4
170.1	116.8	155.1	0.0	24.4	52.3	124.9	101.3	162.4	19.3	147.4	140.6
143.2	142.6	138.3	40.7	0.0	109.5	41.7	174.6	48.0	37.9	30.8	33.4
34.3	155.5	111.6	68.5	165.6	0.0	170.3	109.3	68.2	134.9	38.3	123.0
19.8	151.7	170.8	55.6	158.1	57.3	0.0	126.6	138.6	106.6	123.8	76.6
111.5	50.7	169.5	80.1	58.4	107.1	12.1	0.0	103.2	190.0	23.5	186.9
118.4	66.4	37.7	27.2	88.8	107.8	175.4	162.3	0.0	82.7	54.5	56.0
130.3	23.3	179.3	181.3	40.6	89.1	22.2	139.7	33.4	0.0	153.3	141.4
161.4	143.9	166.6	193.2	195.1	80.9	190.0	141.9	169.6	192.6	0.0	19.0
44.9	194.9	84.7	120.4	47.1	85.0	192.0	196.8	19.0	189.0	92.7	0.0
1	69605	1	3
2	24705	2	4
3	75387	1	3
4	21016	2	6
5	33801	3	12
6	64973	3	8
7	46045	4	9
8	26843	4	1
9	64810	4	5
10	48363	4	1
11	25654	2	6
12	31498	3	8
13	72857	2	12
14	23832	1	2
15	64864	3	8
16	34881	1	3
17	19028	1	3
18	52024	1	12
19	61808	3	10
20	74121	1	10
21	55168	2	6
22	50655	1	8
23	64598	1	12
24	59248	2	6
25	36639	4	9
26	69934	4	10
27	63670	2	10
28	58773	3	4
29	76602	4	12
30	14107	2	5
31	46671	4	5
32	30487	3	5
33	44758	2	1
34	57415	4	12
35	28206	2	2
1	829.9	967.3	389274	470970	328399	375897	456367	386131	454325	444292	436715	398768	446100	414271
2	486.6	114.1	388035	467747	329180	375960	457974	385707	453844	444719	440225	398468	444896	411932
3	448.8	1191.8	386651	470363	327875	377769	457152	384807	454487	445032	437942	397476	445500	410506
4	795.1	1144.2	388711	470497	328353	377769	455476	382991	455906	444260	440351	398062	444361	413893
5	729.8	1465.3	386100	469706	330420	378057	455609	384746	452497	447179	440060	398986	443791	413462
6	553.2	1175	389524	470716	329386	378229	458325	386257	455381	445020	440255	398373	443623	411054
7	733	1145.8	387452	468187	328366	377026	458527	383930	454893	447100	439851	396605	446060	412982
1	672.1	309.5
2	1187.2	442.6
3	1307.5	8.2
4	905	540.7
1	1365.7	1342.1	5395	0	0	0	0	0	0	72269	24943	68650	65559	40379
2	1132.8	611.4	0	10292	0	1647	0	45502	38033	32980	45895	0	0	49081
3	790.9	1250.8	25415	0	0	34315	0	0	57347	21232	0	0	0	50157
4	49.6	483.5	30343	43459	58576	32526	0	0	0	0	53610	0	0	63791
5	106.2	559.6	53882	9570	11057	34997	0	0	0	6415	0	0	0	42840
6	64	263.9	1947	13102	0	0	0	0	24932	54696	0	0	68720	0
7	385.3	812.8	41565	25290	0	0	51960	0	0	0	30668	64911	0	67316
8	1489.1	926	30816	0	17068	11353	0	0	0	0	2996	0	7598	36072
9	234.9	62.4	29816	59398	49102	0	0	0	0	49310	36640	70828	0	40108
10	490.4	676.6	8249	28004	28437	0	57896	13124	39488	4933	0	20444	61601	27213
11	1135.3	97.9	48996	39271	32827	0	48872	714	0	14885	43249	3917	65292	0
12	1153.7	439.1	0	40960	0	40547	0	0	0	57950	52102	53194	0	0
13	426.4	897.7	0	30096	0	11214	0	70373	59508	0	0	31526	18419	28307
14	1154.9	48.2	0	67880	42941	0	0	0	9303	0	0	43537	72792	0
15	880.7	1223.5	0	44520	0	11492	0	0	72424	1485	34896	52898	28609	64812
16	468.8	412.3	0	0	26212	56893	53783	0	29372	13701	29208	0	71547	69383
17	1293.1	37.6	0	74634	0	0	10416	60575	0	0	7192	0	0	0
18	344.3	1311.4	64031	0	39161	0	0	0	40853	59744	0	0	0	23209
19	167.7	859.9	70881	0	0	0	0	56854	4685	0	0	12470	0	57224
20	635.9	746.1	0	0	0	24280	12053	36865	43970	0	0	57664	57598	0
21	686.8	29.4	0	62755	0	22158	61805	18899	1449	0	59570	22492	0	52978
22	191.6	55.3	0	0	64875	0	0	0	0	0	0	0	0	21720
23	600	336.7	0	5660	0	48916	67655	43368	10591	39001	9749	0	0	74954
24	657.1	1171.2	0	0	0	0	0	0	25053	16253	0	69150	0	0
25	597.9	417.1	0	0	12436	0	0	0	0	33668	34957	19228	50258	0
26	906.1	15.1	4304	14901	45762	0	12459	0	8444	0	69783	8232	18907	0
27	949.3	381.6	0	0	0	0	0	19124	0	0	0	0	0	743
28	1334.6	611.9	0	43498	0	27488	58931	0	69049	0	41759	8222	0	10169
29	415.9	438.9	29993	35955	27804	0	0	0	0	70722	0	3738	47589	8208
30	247.1	203.2	0	0	14303	0	66913	59391	0	0	33573	9954	0	30152
31	1076.1	1252	0	0	66013	18386	0	62578	0	0	0	0	1369	12509
32	301.2	273.3	36440	64259	36319	0	0	0	0	0	24170	0	0	0
33	1431.7	1169.8	27740	0	34626	0	0	11220	0	61304	11291	0	70706	0
34	922.5	933.9	0	0	13998	0	11680	55098	51342	58073	34990	0	0	0
35	362.8	989.5	68491	50359	0	0	37016	0	28723	62496	31604	0	0	57152
36	1409.5	1407.5	25027	0	0	28282	17816	47556	21507	0	58212	0	55931	1220
37	791.9	1375.6	38120	12793	0	0	23430	37192	0	13397	67476	4284	0	34763
38	974.7	920.6	0	0	0	0	0	74288	0	0	0	0	0	47884
39	1374.7	1260.7	4162	0	0	0	74478	0	0	0	0	70317	0	18773
40	324.8	157.1	62453	39885	31938	0	0	0	66221	27954	30707	1926	0	50904
41	1011.8	1109.1	0	0	21806	69149	0	0	0	55635	68563	39290	36657	0
42	1140.2	246.3	0	11855	56052	0	0	63786	0	16026	40702	0	0	0
43	468.1	1392.2	50939	0	0	24537	0	34636	46412	0	30022	5206	15629	0
44	1407.7	1047.9	41094	62310	71279	22140	0	23464	44975	0	0	0	0	51768
45	1246.8	1400.2	58326	38049	0	0	70405	0	0	1418	0	66451	41263	0
46	1248.3	738.5	39915	0	0	24060	50491	0	0	20896	0	0	0	1024
47	856.4	56.4	0	11166	3947	36286	62886	0	67677	0	21530	0	0	0
48	1135.9	212.7	0	0	0	0	7368	0	0	0	52100	18771	74772	22581
49	669.2	101.6	55522	0	0	68681	0	42376	0	56485	0	0	0	73720
50	551.4	797.5	62985	0	0	3473	47814	0	11785	71835	0	28950	0	0
51	124.6	792.1	0	45805	0	0	9747	0	0	58564	11101	0	51292	13955
52	763.2	738.4	42999	0	0	0	71050	36292	0	56115	16327	0	0	23620
53	1352.6	51.1	39288	0	62626	70342	23398	55590	0	0	0	25564	0	0
