# baab4de9-3d96-45f9-8ce2-7e1c5ab0dc0b
8	8	7	163	49
0.0	31.7	104.4	49.3	77.8	156.7	21.7	160.2
27.6	0.0	76.6	110.6	112.6	176.2	83.3	68.5
79.4	83.6	0.0	80.0	99.0	148.9	65.7	40.7
87.8	109.1	54.6	0.0	198.6	160.0	50.3	37.9
111.5	107.4	71.0	32.6	0.0	161.5	67.4	185.5
58.3	96.1	79.2	60.5	172.4	0.0	130.4	88.4
55.5	76.4	10.6	187.1	185.9	199.1	0.0	144.1
51.4	121.8	159.5	146.8	126.0	73.0	152.1	0.0
1	65905	6	6
2	33197	4	8
3	52479	2	3
4	57572	4	5
5	22644	7	1
6	32115	1	6
7	33559	6	7
8	61787	1	3
9	36030	1	7
10	77303	7	7
11	47902	3	6
12	47542	2	3
13	50787	4	3
14	31172	7	4
15	52672	1	5
16	59483	7	4
17	57089	3	8
18	25305	6	8
19	78011	3	3
20	53928	3	6
21	71353	2	7
22	73806	3	8
23	16492	4	8
24	69214	1	1
25	48747	7	8
26	50860	5	7
27	41385	5	2
28	35268	3	7
29	31063	4	8
30	23236	5	7
31	15593	7	5
32	46595	2	7
33	69054	2	2
34	27018	4	4
35	72495	6	1
36	71197	5	2
37	78618	5	8
38	43359	3	1
39	67796	7	3
40	52181	3	4
41	39389	1	8
42	56046	6	5
43	11680	1	5
44	75030	1	1
45	65058	4	1
46	51650	2	1
47	77767	2	4
48	42372	5	6
49	19525	7	4
1	697.4	717.8	429776	442670	310361	395430	370857	349304	326924	418533
2	469.4	856.1	427592	443343	307250	394645	368326	347744	327293	420181
3	207.5	1263.3	428587	442304	310475	394810	367880	347189	324142	418114
4	995.1	785.5	427210	443709	309183	396825	368335	347937	324764	417427
5	769.3	435.1	427672	441046	310654	395251	367548	349620	324497	418747
6	972.8	196.1	428837	442087	308789	394660	369415	347346	324807	416721
7	1161.4	750.2	429249	441281	306765	397063	367795	348878	324756	419542
8	670.2	943.3	428547	444242	309476	396000	367761	350009	324165	418203
1	693.9	348.4
2	408.1	41.8
3	554.2	1357.7
4	277.9	45.7
5	1167.8	654.2
6	870.7	360.3
7	1292.2	1370.6
1	1347.9	122.7	0	0	0	0	0	0	12029	44331
2	1207.2	555.6	21188	0	0	51840	41407	0	12909	17429
3	318.8	264.7	0	4322	11239	38697	0	47297	64336	56430
4	487.8	4.4	52862	0	0	0	12495	66978	64299	0
5	706.3	1052.9	5285	0	54044	0	9988	0	0	36625
6	1308.7	1393.9	0	62978	0	0	59413	51645	7386	0
7	1474.5	1385.9	0	12078	0	3850	3463	0	0	13002
8	1356.1	1252.5	0	0	70317	0	0	0	0	73531
9	25.8	742.2	6848	60552	0	0	64606	0	48207	74702
10	1262.3	1311.8	0	56278	52058	14007	0	41728	0	25611
11	452.8	587.6	24909	44848	0	0	60865	0	71195	0
12	433.7	653.4	0	22190	0	23325	70697	0	19135	69229
13	966.5	139.9	0	68526	0	0	0	0	0	0
14	1399.9	530.2	0	12921	0	5349	0	0	0	35486
15	1259.9	343.1	5124	0	5122	0	0	0	16677	0
16	397.7	1346.6	24459	7072	0	0	0	0	0	33814
17	185.3	1240.2	28071	8290	0	59185	0	0	56594	31714
18	857	571.7	53577	0	0	0	46818	0	50094	51908
19	1350.6	1118.8	8308	48385	0	19577	18317	0	0	0
20	1188.4	1401.4	0	0	45299	66275	57040	0	0	0
21	1350.8	1243.9	15263	54921	42150	0	74045	0	0	0
22	1425	523.3	70143	62399	0	29307	0	43264	12154	53557
23	201.2	1415.2	19560	0	0	21910	53951	0	0	0
24	56.6	1434.4	33793	16129	0	0	34883	0	0	0
25	1389.4	1262.4	0	0	58012	8636	7283	63185	0	0
26	1359.7	747.9	57548	56262	0	25037	18311	0	40023	72638
27	704.4	1280	0	0	0	67764	34215	12597	0	74300
28	897.1	860.8	52834	74603	945	9605	2313	0	0	0
29	1280.7	1264.2	11450	0	0	0	0	74182	0	69026
30	1487	589.1	36861	0	9898	0	69487	50060	44806	0
31	660.9	742.1	42003	0	63699	18877	15536	0	0	19301
32	1321.4	1283.4	0	0	0	3321	69861	14079	5315	3825
33	1240.2	928.2	0	2428	57177	0	0	0	43200	0
34	1155	1172.6	0	0	0	62809	6990	56621	0	4174
35	464.9	555.8	14667	23079	0	40166	42745	0	8045	23982
36	1431.3	1356.1	63972	13844	0	0	0	1660	0	31000
37	528.1	17.1	0	0	0	0	0	34928	48756	0
38	624.9	1002.2	61400	64391	6615	0	42058	24718	0	0
39	988.7	1030.7	0	54408	50470	0	0	0	41076	0
40	481.8	772.8	0	0	0	41663	0	0	0	0
41	771	1474.9	0	0	22616	0	4287	40394	0	0
42	337.5	1286.4	55237	73498	0	0	59379	0	71489	0
43	740.9	214.2	52354	28176	55634	42616	44054	0	0	49582
44	87.9	680.4	69952	39333	64875	56869	71572	0	0	17619
45	1076.6	1206.5	27484	0	45542	74728	0	0	0	0
46	1003.8	244	67534	0	21836	0	0	8119	0	43456
47	898.3	1413.5	0	0	29475	54685	0	1454	33706	0
48	1391.7	77.6	2264	0	18385	0	0	0	42410	16156
49	243.2	539.1	26609	67753	0	73934	0	30841	0	3408
50	493.3	495.8	0	0	2450	46474	0	72937	49342	0
51	1411.4	1200.1	0	50702	0	0	32897	8986	0	18401
52	339.2	917.5	0	74361	0	1105	0	0	23899	0
53	159	404.2	74996	46939	0	0	0	34870	0	51477
54	1441.2	1061.8	0	61000	9269	21292	13102	44190	57004	0
55	228.6	873	0	65074	0	0	2282	22770	0	4483
56	293.7	622.1	5613	44666	962	0	63077	0	45464	55876
57	350.9	196.9	0	30046	0	0	0	67764	0	0
58	528.8	97.7	14945	46131	0	0	0	21015	0	0
59	1116.2	1212.7	0	25220	0	0	0	23491	3951	0
60	689	706.5	13484	0	0	0	0	0	0	69147
61	876	96.7	71557	0	31563	0	0	68292	0	6597
62	729.5	523.4	0	0	1588	0	21945	0	33947	28248
63	1015.1	1363.8	73024	0	0	43246	11700	0	20744	46551
64	337.3	1055.3	0	0	0	0	6694	66228	0	0
65	971.3	304.5	62637	21416	0	0	52391	0	0	65562
66	882.9	1271.3	72191	73438	0	50272	59777	0	0	61627
67	415.2	549.3	46749	0	11780	0	17824	42314	49606	0
68	66.4	364.9	0	48768	0	0	0	0	67126	4742
69	1482.1	96.9	0	0	39893	72385	26771	0	65993	70503
70	686.8	477.2	0	0	66955	28238	0	0	0	70232
71	1333.3	509.9	0	67898	36957	55069	57694	3075	18796	0
72	1154.9	241.3	0	0	14053	17444	55509	47109	0	8966
73	1180	105.8	0	0	0	0	47240	69251	0	0
74	1476.8	853.1	0	0	56564	38544	0	0	0	0
75	1140.8	750.6	0	56702	0	0	0	46131	73775	7869
76	1193.3	1294.2	0	34626	48947	0	36038	0	0	0
77	93.6	607.7	0	27658	0	0	0	73532	44104	24232
78	1082.4	747.6	0	23427	0	4843	59996	0	0	0
79	983.3	1165.3	64165	0	0	71893	24763	32609	0	51601
80	694.5	802.2	0	0	31630	59292	0	0	4703	23546
81	817.1	482.1	0	0	0	0	40401	40641	0	21574
82	1389.6	516.1	0	19782	0	0	0	0	0	62053
83	629.7	1270.7	38511	13916	16219	0	1842	0	0	0
84	786.9	779.1	0	0	55204	0	32815	44925	0	0
85	682.9	132.7	0	35825	0	0	44250	14987	41162	35026
86	1224.9	985.8	40637	0	3484	0	0	54621	0	0
87	81	1087.8	11486	14287	74211	0	33486	0	0	0
88	724.9	1219	53836	74301	0	60127	0	0	30870	6183
89	712.8	889.7	0	65543	0	65771	21075	15300	45759	0
90	925.9	532.7	30542	40334	0	26891	0	6140	0	0
91	77.9	129.6	0	0	0	9536	8015	0	7809	959
92	1009.2	398.2	0	36688	12516	0	0	0	0	14168
93	1442.7	758.2	0	61629	0	46765	0	0	69407	0
94	1430.7	1050.7	0	0	12901	0	0	0	0	38106
95	211.8	1244.1	56030	65764	10673	0	0	9943	0	0
96	1499.7	963.5	0	26510	0	0	8951	0	49394	0
97	923.6	1483.6	46990	60877	48073	0	0	20136	35045	0
98	512.5	1182.6	0	0	68290	0	0	0	56159	0
99	1374	304.7	46791	47788	12886	43124	0	27391	0	67205
100	786.4	1422.1	29864	0	0	21995	54998	0	45283	43342
101	1396.5	278.8	60764	0	0	0	12401	71860	0	43800
102	1381.8	714.1	15248	0	0	0	0	1735	41626	0
103	9.6	1154.6	70428	0	37125	53193	58701	57467	0	0
104	1360.4	1108.3	0	0	26420	16978	0	0	0	70861
105	1228.7	293.4	67073	5013	0	37831	70076	67897	0	23488
106	1463	403.3	0	13476	0	0	0	0	0	53375
107	232.8	1207.7	12337	4121	17798	30696	14092	34639	11317	7875
108	670.2	597.8	49601	72155	15560	70296	43275	0	0	63022
109	446.1	628	0	30648	0	0	6254	0	27777	18234
110	598.2	1299.7	34019	9520	18952	3733	13462	58900	0	45626
111	788.1	149.5	61951	22002	48683	0	0	0	23731	45779
112	936	1064.2	0	0	0	9850	0	18557	18083	46424
113	662.4	1159	2299	46859	0	0	0	7867	48117	0
114	376.5	1295.3	72443	0	0	74486	50805	0	0	0
115	1473.8	1189.2	0	0	0	0	29400	0	27413	21686
116	1336.8	202.6	0	0	24304	0	26393	41476	0	58992
117	583.1	934.8	0	21428	4350	53384	0	0	70776	0
118	864.9	1094.9	58662	71850	53058	0	28012	7109	0	52064
119	1293	1164.6	0	0	23568	4307	65498	0	0	47539
120	1024	968.4	71533	69945	21834	0	2459	3632	0	31909
121	1404.1	649.3	43436	60206	41310	0	0	5208	29972	0
122	1251.5	1197	68391	0	9181	13932	0	0	26293	0
123	1242.6	29.9	0	17392	0	0	32382	24951	0	28285
124	1304.6	1336.7	0	14971	0	0	30952	12530	11833	0
125	736.1	391	72737	5546	51826	40029	7735	15024	0	0
126	337.3	224.2	17539	50912	17091	0	5275	0	0	35058
127	509.4	384.5	0	0	0	25616	40384	27904	0	36836
128	378	630.4	29945	41300	0	0	29359	42884	26351	54068
129	709.2	756.1	36939	24468	0	0	0	51307	0	24821
130	1205	218.9	0	0	0	0	23731	0	7922	0
131	1284.4	194.7	0	0	0	56678	0	17348	28082	0
132	1482.2	301.1	0	0	0	27674	0	64739	62056	12234
133	342.6	176.1	0	7643	36211	28873	8939	0	0	48540
134	1005.1	419.8	2428	45272	7794	0	0	0	59780	10400
135	1096	1044.3	3908	31632	0	59415	19942	58148	23145	0
136	581.1	193.7	0	0	0	67644	36944	14219	0	6359
137	1167	357.9	30433	4928	0	73544	0	38557	0	0
138	446	11.2	17871	0	12404	0	0	0	0	34531
139	413.9	181.4	0	73466	0	0	56610	54446	57244	49758
140	506	1015.7	0	55655	32457	18953	0	0	0	0
141	1486.7	1268.5	0	0	27590	50542	0	0	0	40367
142	930.7	143.7	0	2528	38979	0	15063	0	40832	0
143	1401.2	1013.5	0	0	0	13758	12371	0	0	0
144	406.2	1330.9	16482	39054	0	47021	0	0	0	0
145	1047.7	1103.9	57465	0	4687	28316	0	57006	0	61107
146	132.7	1296.9	0	0	18663	4062	73482	8392	13886	0
147	528	660.5	0	2427	73421	0	0	0	0	25304
148	659.3	118.1	31055	20409	0	69922	0	2637	33535	0
149	1389.7	1334.7	24918	43755	40526	42865	0	38466	0	0
150	903.2	646.6	47904	0	15308	0	0	0	0	54664
151	1112	233.1	25551	22425	0	61702	0	36638	0	0
152	352.2	221.5	45263	62334	36475	28216	0	47465	0	45212
153	836.1	213.1	56169	26488	6530	0	0	0	0	0
154	645.9	103.5	21709	0	42984	0	0	0	0	71058
155	1336.2	318.7	51031	41924	26806	64173	55788	69179	0	0
156	648.5	1019.1	38620	36075	0	0	0	0	0	0
157	1449.3	1420.2	62725	17493	72606	40450	0	16172	947	0
158	945.8	135.4	0	0	0	59643	30467	40007	70468	0
159	1462.4	1498.5	47427	0	960	0	32263	0	57893	0
160	624.6	925.8	0	0	0	57841	63800	0	0	52068
161	1081.6	491.5	49169	0	24617	27094	0	12212	0	0
162	993.4	1444.6	37809	0	10275	59033	4037	0	0	0
163	1091.5	261.7	19590	0	53086	16765	0	0	6201	0
