# 6802d9be-8d36-4bb7-ad10-2445bc46739f
9	10	7	153	36
0.0	58.5	23.5	162.8	172.5	143.1	106.8	197.7	179.8
14.5	0.0	124.1	157.0	124.2	87.5	178.3	67.9	122.2
33.8	144.9	0.0	120.0	129.2	39.7	81.0	61.2	109.1
155.1	94.2	77.0	0.0	171.4	121.7	130.3	140.5	119.4
33.6	113.3	72.4	142.2	0.0	99.9	186.2	28.7	77.6
127.3	20.6	111.3	20.5	91.1	0.0	36.8	69.4	122.5
39.1	94.9	129.6	65.5	126.9	63.9	0.0	129.7	56.5
32.0	41.4	134.0	80.7	92.4	68.7	93.9	0.0	115.5
92.4	32.2	189.3	31.0	147.0	190.3	67.3	176.6	0.0
1	52808	6	9
2	16070	4	3
3	51485	5	5
4	30878	2	9
5	44355	5	6
6	22680	4	1
7	74839	4	6
8	69391	2	1
9	42744	2	9
10	18744	2	1
11	75945	3	5
12	50525	6	8
13	40840	4	8
14	43819	2	4
15	53436	2	5
16	70154	2	3
17	68704	7	8
18	18106	6	6
19	59439	3	8
20	17051	4	7
21	10484	5	1
22	31599	6	5
23	39022	6	3
24	38336	2	6
25	66981	5	7
26	66070	4	5
27	36466	4	1
28	47427	2	6
29	44474	4	4
30	22048	6	2
31	44224	5	9
32	72802	5	5
33	36054	2	4
34	35845	7	4
35	47661	4	8
36	74767	5	2
1	326.9	874.5	273548	335607	288202	311836	298322	381638	225790	261604	335419
2	213	722.5	275800	334936	288605	310860	296594	381781	223202	258246	333119
3	477.1	626.4	277016	333457	288185	310816	296442	379153	225544	261069	335182
4	1329.3	873.3	274591	335213	288566	312114	297258	378353	225018	260687	334282
5	316.6	522.4	277031	335920	290212	311436	297746	380842	226949	259461	333345
6	817	972.1	275630	334496	288242	309926	295878	381726	223327	261037	336258
7	431.6	805.7	277062	334145	289770	308871	297210	380075	224418	261590	335928
8	412.1	1198	274057	333556	287802	310136	297106	380891	224849	261004	335938
9	673.3	696.3	276371	333595	290052	310127	296631	378327	226050	259491	334505
10	1351.5	520.9	273878	336153	288524	311913	296932	378254	223258	257969	336031
1	43.7	725.9
2	773.4	231.9
3	1285	747
4	1313.9	391.7
5	321.8	423.9
6	657.5	1393.1
7	547	247
1	1420.2	218.9	7406	43046	19260	45793	23107	71216	0	4858	1972
2	174.9	1383.1	0	14096	0	56080	0	10422	25930	36732	58340
3	200.7	688.2	62725	0	26094	27459	0	70252	13706	35189	38703
4	1466.3	597.3	0	30083	0	0	956	0	0	18653	17714
5	1363.2	187.4	46332	64552	17144	50718	0	33331	0	52371	19526
6	867.1	1070.9	0	0	68974	0	54228	0	20919	0	0
7	1371.6	80.2	0	12960	0	12034	58697	56010	0	0	40041
