# 9e0295d3-35b2-4269-b1ed-54beabe6cd09
10	9	8	136	39
0.0	89.6	129.4	26.0	54.2	55.8	17.3	144.1	193.0	12.8
108.5	0.0	135.3	64.7	168.0	25.1	118.3	133.9	79.7	75.7
99.4	20.2	0.0	193.4	122.5	101.5	170.9	10.6	33.4	182.4
117.1	187.7	93.7	0.0	132.0	190.4	78.4	78.5	176.0	27.0
90.4	182.0	57.1	83.5	0.0	168.1	151.2	145.3	119.2	122.6
115.3	34.0	155.3	180.0	141.0	0.0	124.1	65.6	173.3	68.1
111.1	121.5	169.9	165.0	121.7	178.2	0.0	31.2	172.4	136.4
18.2	77.7	177.0	131.1	173.9	71.2	118.1	0.0	80.2	19.3
78.4	75.8	148.0	88.1	77.6	29.2	167.2	170.0	0.0	107.7
75.7	12.6	28.2	153.1	173.6	195.8	198.3	193.4	192.0	0.0
1	31027	6	2
2	16883	4	5
3	52763	7	1
4	22392	5	9
5	58817	4	6
6	69063	2	9
7	42624	6	8
8	34934	5	7
9	34835	7	3
10	49023	3	9
11	39329	4	8
12	14868	7	4
13	66344	5	4
14	60035	8	8
15	56071	6	1
16	40658	6	8
17	27668	3	5
18	55645	5	2
19	17249	5	9
20	20537	4	9
21	14829	3	5
22	46746	4	4
23	70857	2	1
24	68646	4	4
25	73148	1	8
26	10663	8	10
27	41773	2	8
28	68434	1	5
29	49263	2	4
30	49751	6	3
31	75579	1	6
32	59878	7	8
33	79120	6	9
34	65726	1	9
35	28760	8	2
36	42903	5	9
37	30609	4	1
38	16292	1	1
39	41544	2	4
1	26.9	1098.2	334198	277705	251904	307824	283677	284351	293288	274821	256114	275266
2	718.6	413.8	333433	279210	249876	308733	281332	282330	294629	272803	257004	274018
3	1034.7	1316.3	334239	281096	249459	310643	282546	282410	295100	276393	258050	274954
4	673.5	263	332316	278665	249508	307524	280380	283608	292811	274360	259763	275573
5	538.3	1376.1	332580	279908	250342	309881	281965	282443	292955	275980	257540	274987
6	1401.5	1031.2	333627	280025	249449	309481	283364	283977	292306	273651	256254	273735
7	132.9	229.4	334318	277571	251802	308942	281381	281179	294781	276388	256478	276686
8	556.3	87.6	332726	281292	249637	310048	282601	284498	295118	275348	257577	275537
9	1419.4	561.8	334529	278879	251024	310538	282264	282873	292679	273815	258087	274400
1	1181.6	25.8
2	1471.8	679.7
3	960.9	702.7
4	738.2	1144.5
5	136.4	201.4
6	1350.3	974.4
7	914.3	402.8
8	110.8	277.1
1	690.1	494.2	0	0	0	15693	35114	0	0	59971	38205	0
2	495.7	917.3	0	0	0	10977	0	10239	0	62084	0	0
3	427.7	704.3	43330	0	48656	17223	0	18763	0	60178	0	0
4	558.3	1182.2	5509	4153	2805	44878	24436	43115	0	0	0	0
5	840.2	40	0	48799	0	0	0	0	18008	0	63234	44856
6	1484.1	794.1	15495	57642	50382	53101	27952	7219	42785	52970	13694	30666
7	929.3	237.8	43588	0	0	0	26089	0	10768	0	41002	0
8	8.5	1472.6	25030	0	19074	21816	0	19210	0	0	0	0
9	341.1	655.7	69594	0	55094	67461	0	0	65449	0	15674	43181
10	357.3	332.5	25639	28986	67376	0	0	26215	67687	0	0	9894
11	951.2	1327	8437	0	0	18551	0	36668	67447	31102	2796	27749
12	1149	34.1	42935	0	47197	10386	23204	38980	0	0	41340	0
13	961.4	886.6	38134	69116	0	54279	0	61838	8074	51177	55396	0
14	1073.8	788.1	19373	1246	19129	0	0	0	32108	0	59714	0
15	1382.5	651.5	0	72846	0	27295	45330	4611	0	0	30481	39958
16	764.5	128.8	45319	0	0	29962	0	0	19550	0	0	0
17	327.7	1380.7	0	70251	69081	0	0	63730	40926	2249	41738	0
18	627.8	1009.1	0	0	38330	0	26865	0	46409	69848	0	28844
19	853.3	663.2	57130	6820	60561	0	29484	67868	0	0	0	9785
20	1485.6	1061.5	0	0	11859	0	0	24548	26342	38357	0	0
21	172.3	937.1	64785	0	18459	0	70541	0	0	11605	0	26542
22	1256.7	1004.9	3556	7580	8020	0	0	58836	4859	0	0	20897
23	1239.5	283.6	718	0	0	0	0	14755	0	69893	0	0
24	868.7	578.3	0	60574	23611	71342	17355	0	0	35807	41768	0
25	28.6	1070.5	0	0	0	0	0	20286	42658	7513	0	0
26	180.3	190.9	55531	4860	21531	0	0	0	70200	0	0	19639
27	367.6	299.7	0	20724	0	30463	46477	0	0	0	0	0
28	62.1	971.4	39386	0	33658	68524	22512	66911	0	36139	0	0
29	1284	1426.1	0	0	28739	0	0	68556	67574	0	0	68594
30	515.1	336.2	17171	0	0	0	39099	0	52852	0	49677	39795
31	981.4	654.3	0	25931	9318	0	0	0	61991	0	0	0
