# a3b03389-b665-46a6-9ed3-0e65643615f2
9	10	4	169	49
0.0	121.8	169.8	28.0	108.1	101.4	91.8	164.0	172.8
94.9	0.0	145.5	95.7	26.1	46.2	75.2	176.8	71.9
24.5	196.0	0.0	139.9	197.5	125.9	125.0	14.5	14.1
112.3	57.3	154.6	0.0	169.8	52.9	20.8	158.0	134.7
87.7	145.7	140.3	193.7	0.0	59.2	80.2	87.3	195.0
124.3	112.1	117.4	126.3	14.5	0.0	82.9	166.6	82.1
160.8	200.0	79.1	174.4	155.8	189.1	0.0	81.3	81.9
39.8	44.1	185.4	65.4	44.2	38.2	96.0	0.0	63.7
83.6	26.5	11.7	43.3	175.6	20.0	174.6	195.7	0.0
1	23213	4	2
2	53783	2	4
3	55708	4	1
4	66102	3	3
5	39007	4	4
6	59302	4	5
7	32325	2	8
8	44618	1	2
9	71370	3	3
10	15628	4	9
11	44441	1	2
12	40620	4	6
13	62802	1	3
14	26588	4	1
15	32800	4	3
16	51674	1	2
17	15529	1	4
18	36070	2	4
19	69991	2	3
20	25348	1	3
21	49725	1	2
22	52280	1	4
23	76220	2	5
24	75785	4	4
25	15513	2	1
26	56243	3	7
27	31573	3	7
28	60428	4	7
29	48936	1	2
30	56520	3	6
31	28265	1	4
32	21271	1	7
33	45875	4	6
34	15632	2	4
35	65627	4	2
36	63646	3	3
37	68707	3	8
38	27409	2	7
39	36875	1	2
40	24337	2	9
41	57252	2	4
42	79978	4	6
43	31465	3	8
44	23006	4	7
45	26563	4	9
46	34383	3	2
47	16695	3	2
48	63016	3	8
49	78740	1	7
1	320.4	324.8	334403	293551	298657	374227	256715	279353	300938	276267	318772
2	1355.1	587.5	335570	291718	297569	376520	256765	279393	298420	276492	319050
3	1237.5	177.9	335147	292628	300220	376290	253809	279820	299015	278144	316134
4	1227.1	1066.6	335465	293340	296502	376338	254552	278244	297758	276242	318478
5	1435	44.5	335727	294215	297482	376280	254404	280778	300326	277350	318401
6	246.9	173.7	336527	291513	299817	375123	256165	278309	299782	277124	318291
7	171	1241.7	335260	292291	296931	376522	257378	280348	300455	277879	319182
8	673.5	970.4	335647	294170	300105	373822	256373	278481	297659	276763	318867
9	339.5	1112.7	337569	291479	297219	374914	255138	280421	297624	278140	318439
10	500.3	1043.4	335894	292759	297124	375479	256936	278282	299373	277639	318809
1	608.9	52.2
2	1169.4	293.3
3	1311.4	1073.9
4	625.1	814.8
1	894.3	536.4	0	30525	0	7542	0	26720	0	0	0
2	465.7	1173.2	0	36734	0	0	0	30786	62263	0	18283
3	1318.1	1030.9	8676	54193	28220	0	0	0	0	15049	42680
4	1081.9	1076.5	0	67744	566	46656	36918	0	0	5627	0
5	748.7	921.1	0	0	20799	0	4598	0	0	0	0
6	1364.3	1132.1	28784	74997	0	0	68804	0	17230	63452	66253
7	732.9	836	0	38974	8190	30844	0	68318	0	0	0
8	812.6	333.2	52011	63039	69688	24604	0	0	14345	68627	0
9	1012.1	1449	34958	34629	0	55906	8768	0	0	18599	3138
10	56.9	1213.7	0	25647	0	0	0	52488	2061	0	0
11	1004.2	338.1	0	0	0	17664	0	64430	27009	37452	42201
12	254.3	219	0	0	24267	39322	6782	0	47246	0	0
13	817.4	588.3	0	0	54449	45718	0	0	43703	72437	72456
14	454.1	196.3	0	65256	0	32478	0	0	21295	3243	2087
15	507.2	737.5	40722	42892	0	0	54686	26941	0	0	0
16	142.3	934.7	51363	14992	26116	63141	0	0	0	0	30145
